E/B/M_three.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_three.wt.cluster.cov,E/B/M_three.mut.cluster.cov,intron_junction,Tcells_three.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_three.wt.cluster.cov,Tcells_three.mut.cluster.cov,PreB_three.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_three.wt.cluster.cov,PreB_three.mut.cluster.cov,DC_three.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_three.wt.cluster.cov,DC_three.mut.cluster.cov,HSPC_three.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_three.wt.cluster.cov,HSPC_three.mut.cluster.cov,IMP_three.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_three.wt.cluster.cov,IMP_three.mut.cluster.cov,Bcells_three.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_three.wt.cluster.cov,Bcells_three.mut.cluster.cov,NP_three.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_three.wt.cluster.cov,NP_three.mut.cluster.cov,Mat_Mono_three.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_three.wt.cluster.cov,Mat_Mono_three.mut.cluster.cov,MonoDC_three.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_three.wt.cluster.cov,MonoDC_three.mut.cluster.cov,MkP_three.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_three.wt.cluster.cov,MkP_three.mut.cluster.cov,MEP_three.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_three.wt.cluster.cov,MEP_three.mut.cluster.cov,EP_three.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_three.wt.cluster.cov,EP_three.mut.cluster.cov,None_three.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_three.wt.cluster.cov,None_three.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:29036374:29037278:+,NA,0,0,0,0,0,NA,0,0,0,0,0,-0.980829253011726,0,1,1,0,1,NA,0,1,1,0,2,NA,0,1,1,0,2,NA,0,0,0,0,0,-1.09861228866811,0,0,0,0,0,-0.693147180559945,0,3,3,0,3,-Inf,0,0,0,0,0,0.143100843640673,0,4,4,0,4,-1.31302216001356,0,9,9,0,10,-0.220595779235411,2,36,38,2,37,-Inf,0,12,12,0,13,chr21,29036374,29037278,+,29036374,29037278,clu_433,clu_428,23,238,261,NA,NA,NA,NA,NA,0.126148738512615,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,4,7,3,4,chr21:29062415:29062489:-,NA,1,0,1,1,0,NA,0,2,2,0,2,NA,5,44,49,5,44,NA,22,48,70,22,48,NA,31,158,189,31,158,NA,1,2,3,1,2,NA,9,40,49,9,40,NA,33,120,153,33,120,NA,14,74,88,14,74,NA,43,331,374,43,331,NA,149,1268,1417,149,1268,-Inf,322,4725,5047,322,4730,NA,13,770,783,13,770,chr21,29062415,29062489,-,29062489,29062415,clu_486,clu_508,646,7586,8232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29062243:29062489:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,0,0,0,0,0,NA,0,4,4,0,7,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,6,6,1,8,NA,0,2,2,0,2,NA,1,9,10,2,14,NA,1,25,26,4,35,Inf,4,79,83,6,111,NA,0,14,14,0,16,chr21,29062243,29062489,-,29062489,29062243,clu_486,clu_504,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29008307:29008394:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,1,1,0,2,NA,0,0,0,0,1,0.587786664902119,0,0,0,0,4,2.01490302054226,0,3,3,0,8,0.21056476910735,0,8,8,2,37,NA,0,2,2,0,6,chr21,29008307,29008394,-,29008394,29008307,clu_405,clu_408,6,142,148,NA,NA,NA,NA,NA,0.0203697963020369,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29008123:29008394:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,1,0,NA,0,0,0,0,1,-1.29928298413026,0,1,1,0,4,-2.36712361413162,0,2,2,1,8,-1.08814098880081,0,5,5,0,18,NA,0,1,1,0,1,chr21,29008123,29008394,-,29008394,29008123,clu_405,clu_407,6,27,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29006651:29008394:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,1,1,1,2,NA,0,1,1,0,1,Inf,0,0,0,0,2,-0.287682072451781,0,1,1,0,3,Inf,1,1,2,1,29,NA,0,0,0,0,0,chr21,29006651,29008394,-,29008394,29006651,clu_405,clu_406,1,27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28986228:28986726:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,1,1,2,1,1,NA,1,5,6,1,5,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,3,5,8,3,5,NA,1,6,7,1,6,NA,1,19,20,1,21,NA,8,49,57,8,52,Inf,12,188,200,12,193,NA,0,25,25,0,25,chr21,28986228,28986726,-,28986726,28986228,clu_384,clu_398,0,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:28986237:28986726:-,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,0,0,0,1,NA,0,1,1,0,1,NA,0,5,5,1,14,NA,0,0,0,0,1,NA,0,1,1,0,4,NA,3,5,8,7,13,NA,0,1,1,0,5,NA,0,7,7,1,13,NA,3,26,29,7,71,-Inf,7,50,57,18,148,NA,1,3,4,1,13,chr21,28986237,28986726,-,28986726,28986237,clu_384,clu_399,2,47,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28971721:28972215:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,0,0,0,0,1,NA,0,0,0,1,6,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,3,6,NA,0,1,1,1,7,NA,0,1,1,1,21,Inf,0,1,1,8,55,NA,0,6,6,12,208,NA,0,0,0,0,30,chr21,28971721,28972215,-,28972215,28971721,clu_374,clu_390,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28971444:28972215:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,1,0,1,1,0,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,1,1,0,3,-Inf,0,5,5,0,6,NA,0,3,3,0,6,NA,0,0,0,0,1,chr21,28971444,28972215,-,28972215,28971444,clu_374,clu_389,3,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28956887:28957331:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,1,0,NA,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,2,NA,0,2,2,0,3,NA,0,1,1,0,6,-Inf,0,3,3,0,6,NA,0,1,1,0,1,chr21,28956887,28957331,-,28957331,28956887,clu_357,clu_371,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28956948:28957331:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,0,1,1,1,1,NA,0,5,5,1,5,NA,0,0,0,0,0,NA,0,2,2,0,2,-Inf,2,4,6,3,4,NA,0,5,5,0,6,NA,1,16,17,1,19,NA,6,41,47,7,49,Inf,11,179,190,11,192,NA,0,25,25,0,26,chr21,28956948,28957331,-,28957331,28956948,clu_357,clu_373,2,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:28969601:28970551:-,NA,1,0,1,1,0,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,1,1,2,1,1,NA,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,1,5,NA,1,1,2,1,1,-Inf,0,8,8,0,11,-Inf,0,24,24,3,34,-Inf,7,123,130,10,166,NA,1,32,33,1,40,chr21,28969601,28970551,-,28970551,28969601,clu_370,clu_387,28,306,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,3,4,chr21:28967179:28970551:-,NA,0,0,0,1,0,NA,0,0,0,0,2,NA,0,0,0,5,44,NA,0,0,0,22,48,NA,0,0,0,31,158,NA,0,0,0,1,2,NA,0,0,0,9,40,NA,0,0,0,33,120,NA,0,0,0,14,74,Inf,0,0,0,43,331,Inf,0,0,0,149,1268,Inf,0,5,5,322,4730,NA,0,0,0,13,770,chr21,28967179,28970551,-,28970551,28967179,clu_370,clu_383,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,0,chr21:14512573:14521149:-,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,1,1,0,1,NA,0,0,0,0,1,Inf,1,9,10,1,14,NA,0,1,1,0,1,NA,0,3,3,0,4,-0.182321556793955,4,8,12,7,13,NA,0,4,4,0,5,Inf,1,6,7,1,13,-0.260883879297057,4,45,49,7,71,-0.220959349499369,11,98,109,18,148,-Inf,0,10,10,1,13,chr21,14512573,14521149,-,14521149,14512573,clu_43,clu_49,16,99,115,NA,NA,NA,NA,NA,0.774572254277457,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:14517041:14521149:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,0,0,0,0,1,-Inf,0,0,0,1,6,NA,0,0,0,0,0,NA,0,0,0,0,2,0.182321556793955,0,2,2,3,6,NA,1,0,1,1,7,-Inf,0,0,0,1,21,0.260883879297057,1,1,2,8,55,0.220959349499369,1,3,4,12,208,Inf,0,1,1,0,30,chr21,14517041,14521149,-,14521149,14517041,clu_43,clu_50,21,185,206,NA,NA,NA,NA,NA,0.766412335876641,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28972258:28982315:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,Inf,0,1,1,0,1,Inf,0,3,3,0,4,Inf,1,6,7,1,8,Inf,0,13,13,0,18,NA,0,0,0,0,1,chr21,28972258,28982315,-,28982315,28972258,clu_377,clu_392,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:28970742:28982315:-,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,1,9,10,1,9,NA,0,0,0,0,0,NA,0,2,2,0,2,Inf,5,8,13,5,8,-Inf,0,5,5,0,5,NA,1,10,11,1,11,-2.04307389750896,8,60,68,8,62,-1.82650241767193,14,131,145,14,134,NA,1,12,13,1,12,chr21,28970742,28982315,-,28982315,28970742,clu_377,clu_388,3,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28971444:28982315:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,1,Inf,0,1,1,0,7,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,2,2,1,8,NA,0,0,0,1,4,NA,0,6,6,2,18,Inf,1,2,3,3,37,-0.82098055206983,0,16,16,6,117,NA,0,1,1,0,18,chr21,28971444,28982315,-,28982315,28971444,clu_377,clu_389,1,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28981299:28982315:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,0,0,0,0,1,-Inf,0,1,1,1,6,NA,0,0,0,0,0,NA,0,0,0,0,2,-Inf,0,0,0,3,6,Inf,0,0,0,1,7,-Inf,0,0,0,1,21,0.356674943938732,0,3,3,8,55,0.809622171556313,1,8,9,12,208,NA,0,0,0,0,30,chr21,28981299,28982315,-,28982315,28981299,clu_377,clu_394,23,313,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:25982477:26000014:-,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,1,12,13,1,12,NA,0,1,1,0,1,NA,0,4,4,0,4,NA,7,13,20,7,14,NA,0,6,6,0,6,NA,1,14,15,1,14,NA,8,75,83,8,79,NA,16,152,168,17,155,NA,2,13,15,2,13,chr21,25982477,26000014,-,26000014,25982477,clu_304,clu_313,1,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25997416:26000014:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3,3,0,7,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,2,1,8,NA,0,0,0,0,2,NA,1,3,4,2,14,NA,2,3,5,4,35,NA,2,16,18,6,111,NA,0,1,1,0,16,chr21,25997416,26000014,-,26000014,25997416,clu_304,clu_314,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,0,chr21:28971444:28981118:-,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,1,Inf,0,0,0,0,1,Inf,0,0,0,1,9,NA,0,0,0,0,0,NA,0,0,0,0,2,Inf,0,0,0,5,8,NA,0,0,0,0,5,-Inf,0,1,1,1,11,-0.157628944203583,0,2,2,8,62,-Inf,0,3,3,14,134,NA,0,0,0,1,12,chr21,28971444,28981118,-,28981118,28971444,clu_375,clu_389,21,283,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28972258:28981118:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,-Inf,1,0,1,1,1,-Inf,1,0,1,1,5,NA,0,0,0,0,0,NA,0,0,0,0,2,-Inf,1,0,1,3,4,NA,0,1,1,0,6,Inf,0,3,3,1,19,0.157628944203583,1,8,9,7,49,Inf,0,13,13,11,192,NA,0,1,1,0,26,chr21,28972258,28981118,-,28981118,28972258,clu_375,clu_392,4,26,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28879953:28882159:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,1,2,1,2,NA,0,0,0,0,1,NA,0,2,2,0,2,Inf,0,2,2,0,3,0.203686379291651,0,28,28,1,29,-Inf,0,0,0,0,0,chr21,28879953,28882159,-,28882159,28879953,clu_335,clu_350,11,195,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28878333:28882159:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,0,0,0,1,1,NA,0,0,0,1,5,NA,0,0,0,0,0,NA,0,0,0,0,3,-Inf,0,0,0,3,5,NA,0,0,0,1,6,NA,0,2,2,1,21,-Inf,0,3,3,8,52,-0.203686379291651,0,5,5,12,193,Inf,0,0,0,0,25,chr21,28878333,28882159,-,28882159,28878333,clu_335,clu_349,7,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,0,chr21:14486114:14498441:-,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,0,0,0,1,NA,0,0,0,1,12,NA,0,0,0,0,1,NA,0,0,0,0,4,NA,0,1,1,7,14,NA,0,0,0,0,6,-Inf,0,0,0,1,14,-Inf,0,4,4,8,79,-Inf,1,3,4,17,155,NA,0,0,0,2,13,chr21,14486114,14498441,-,14498441,14486114,clu_31,clu_39,32,239,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:14489063:14498441:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,0,1,1,0,1,NA,1,5,6,1,6,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,3,4,7,3,6,NA,0,6,6,1,7,Inf,1,20,21,1,21,Inf,7,50,57,8,55,Inf,10,191,201,12,208,NA,0,29,29,0,30,chr21,14489063,14498441,-,14498441,14489063,clu_31,clu_40,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29009692:29019210:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,1,1,0,2,NA,0,1,1,0,1,Inf,0,4,4,0,4,-2.16905370036952,0,5,5,0,8,Inf,2,29,31,2,37,NA,0,4,4,0,6,chr21,29009692,29019210,-,29019210,29009692,clu_410,clu_412,1,29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
