E/B/M_three.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_three.wt.cluster.cov,E/B/M_three.mut.cluster.cov,intron_junction,Tcells_three.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_three.wt.cluster.cov,Tcells_three.mut.cluster.cov,PreB_three.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_three.wt.cluster.cov,PreB_three.mut.cluster.cov,DC_three.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_three.wt.cluster.cov,DC_three.mut.cluster.cov,HSPC_three.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_three.wt.cluster.cov,HSPC_three.mut.cluster.cov,IMP_three.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_three.wt.cluster.cov,IMP_three.mut.cluster.cov,Bcells_three.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_three.wt.cluster.cov,Bcells_three.mut.cluster.cov,NP_three.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_three.wt.cluster.cov,NP_three.mut.cluster.cov,Mat_Mono_three.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_three.wt.cluster.cov,Mat_Mono_three.mut.cluster.cov,MonoDC_three.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_three.wt.cluster.cov,MonoDC_three.mut.cluster.cov,MkP_three.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_three.wt.cluster.cov,MkP_three.mut.cluster.cov,MEP_three.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_three.wt.cluster.cov,MEP_three.mut.cluster.cov,EP_three.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_three.wt.cluster.cov,EP_three.mut.cluster.cov,None_three.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_three.wt.cluster.cov,None_three.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:43018230:43021302:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,0,1,2,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,1,1,0,4,-Inf,0,4,4,2,19,NA,0,0,0,0,1,chr21,43018230,43021302,+,43018230,43021302,clu_2010,clu_2030,10,104,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:42897047:42903181:+,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,2,5,7,2,7,-Inf,0,2,2,2,5,2.16905370036952,7,12,19,8,27,NA,0,0,0,0,0,0.559615787935423,3,12,15,4,19,-0.158224005214894,15,41,56,21,55,-1.6094379124341,2,8,10,7,12,0.628608659422374,4,17,21,9,45,0.455475528682826,17,104,121,27,186,0.760732745956114,41,608,649,50,898,-1.41838267567139,1,95,96,3,141,chr21,42897047,42903181,+,42897047,42903181,clu_1972,clu_1992,39,488,527,0.0519994800051999,0.025879741202588,0.28319716802832,0.273917260827392,NA,0.568064319356806,0.446015539844602,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:42897047:42908863:+,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,2,7,Inf,0,0,0,2,5,-2.16905370036952,0,0,0,8,27,NA,0,0,0,0,0,-0.559615787935423,0,0,0,4,19,0.158224005214894,0,0,0,21,55,1.6094379124341,0,0,0,7,12,-0.275847614804778,1,1,2,9,45,-0.292956599185051,1,0,1,27,186,-0.776053530382441,0,3,3,50,898,1.41838267567139,0,0,0,3,141,chr21,42897047,42908863,+,42897047,42908863,clu_1972,clu_1999,92,904,996,0.0516394836051639,0.022919770802292,0.482465175348247,0.621333786662133,NA,0.5660043399566,0.443205567944321,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:42897047:42903410:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,6,NA,0,0,0,0,2,NA,0,0,0,2,10,NA,0,0,0,0,1,NA,0,0,0,1,5,NA,0,0,0,0,6,NA,0,0,0,1,10,-1.70474809223843,0,0,0,3,21,-Inf,0,2,2,6,142,Inf,0,3,3,33,611,NA,0,0,0,5,135,chr21,42897047,42903410,+,42897047,42903410,clu_1972,clu_1994,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43798100:43798223:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,1,4,5,1,4,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,2,2,1,2,NA,1,3,4,1,3,NA,0,5,5,0,5,Inf,2,18,20,2,19,Inf,6,64,70,6,70,NA,0,5,5,0,5,chr21,43798100,43798223,+,43798100,43798223,clu_2140,clu_2157,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:43798100:43799569:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,6,6,0,6,NA,0,2,2,0,2,NA,2,10,12,2,10,NA,0,1,1,0,1,NA,1,5,6,1,5,NA,0,6,6,0,6,NA,1,10,11,1,10,NA,3,21,24,3,21,-Inf,6,140,146,6,142,-Inf,33,608,641,33,611,NA,5,135,140,5,135,chr21,43798100,43799569,+,43798100,43799569,clu_2140,clu_2158,51,945,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25592901:25593892:-,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,0,0,1,8,NA,0,0,0,2,5,Inf,0,1,1,8,33,NA,0,0,0,0,0,NA,0,0,0,3,12,NA,0,0,0,0,22,Inf,0,1,1,4,19,Inf,0,1,1,8,40,NA,0,0,0,29,237,Inf,0,5,5,89,1190,Inf,0,1,1,1,192,chr21,25592901,25593892,-,25593892,25592901,clu_207,clu_214,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,2,1,1,chr21:25592965:25593892:-,NA,1,1,2,1,1,NA,2,1,3,2,1,NA,1,9,10,2,10,NA,4,13,17,4,13,-Inf,15,61,76,15,62,NA,0,0,0,0,0,NA,12,22,34,12,23,NA,18,59,77,23,63,-Inf,8,35,43,9,37,-Inf,20,177,197,21,184,-Inf,59,459,518,60,476,0.399555424382936,123,1540,1663,127,1563,-Inf,3,262,265,3,267,chr21,25592965,25593892,-,25593892,25592965,clu_207,clu_218,145,1745,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25592920:25593892:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,1,1,2,1,2,Inf,0,3,3,1,5,-1.21471040395957,0,3,3,1,3,NA,0,0,0,0,0,chr21,25592920,25593892,-,25593892,25592920,clu_207,clu_216,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,1,chr21:43104402:43107450:-,NA,0,1,1,1,1,NA,2,0,2,2,1,2.19722457733622,0,1,1,1,10,NA,1,3,4,4,13,-Inf,5,13,18,15,63,NA,0,0,0,0,0,-Inf,3,5,8,12,23,1.41030923732376,2,15,17,23,62,0.782759339249632,3,7,10,10,37,0.234507309964525,7,58,65,20,186,-0.78170057790139,18,105,123,60,476,0.778153485225998,29,403,432,127,1571,-Inf,1,69,70,3,266,chr21,43104402,43107450,-,43107450,43104402,clu_2050,clu_2079,267,2640,2907,NA,0.314706852931471,0.384156158438416,NA,NA,0.0475895241047589,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:43105845:43107450:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,2,2,0,2,NA,3,10,13,3,10,NA,0,0,0,0,0,NA,0,6,6,0,6,Inf,2,7,9,2,7,NA,2,6,8,2,6,-2.21375387928743,3,18,21,3,18,-0.467882737676598,12,71,83,12,71,Inf,32,513,545,32,517,NA,0,124,124,0,126,chr21,43105845,43107450,-,43107450,43105845,clu_2050,clu_2083,2,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,3,5,2,3,chr21:43105555:43107450:-,NA,3,5,8,3,5,NA,0,2,2,0,2,-2.19722457733622,8,20,28,8,20,NA,8,24,32,8,24,Inf,17,108,125,17,109,NA,2,3,5,2,3,Inf,25,66,91,25,66,-2.1367928381513,259,540,799,260,546,-0.782759339249632,24,89,113,24,91,Inf,23,139,162,23,139,Inf,75,649,724,75,652,-0.919861584556643,156,2009,2165,157,2016,Inf,9,291,300,9,292,chr21,43105555,43107450,-,43107450,43105555,clu_2050,clu_2082,11,50,61,NA,0.228417715822842,NA,NA,NA,0.021279787202128,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43104402:43105785:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,0,-Inf,0,1,1,1,2,Inf,1,2,3,1,5,Inf,1,0,1,1,3,NA,0,0,0,0,0,chr21,43104402,43105785,-,43105785,43104402,clu_2046,clu_2079,1,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,2,1,1,chr21:43105555:43105785:-,NA,1,0,1,1,1,NA,0,1,1,2,1,NA,1,9,10,1,10,NA,3,10,13,4,13,NA,10,50,60,15,63,NA,0,0,0,0,0,NA,9,18,27,12,23,NA,21,47,68,23,62,NA,7,30,37,10,37,Inf,13,128,141,20,186,-Inf,42,371,413,60,476,-Inf,97,1163,1260,127,1571,NA,2,197,199,3,266,chr21,43105555,43105785,-,43105785,43105555,clu_2046,clu_2082,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43101432:43104314:-,Inf,0,1,1,0,1,-Inf,0,0,0,0,0,Inf,0,1,1,0,1,-0.105360515657826,0,0,0,0,0,-0.653926467406664,1,6,7,1,7,NA,0,0,0,0,0,-0.182321556793955,0,3,3,0,4,1.20927785655563,1,6,7,1,6,-0.607989372219638,2,4,6,2,5,-0.172548044966974,0,4,4,0,7,-0.414943852062708,8,50,58,9,53,0.153560047242608,25,404,429,27,428,-0.355950043580784,0,107,107,0,110,chr21,43101432,43104314,-,43104314,43101432,clu_2041,clu_2078,71,680,751,0.462785372146279,0.533424665753342,0.196018039819602,0.6810031899681,NA,0,0.732052679473205,NA,0.298287017129829,0.880411195888041,0.00870991290087098,NA,NA,NA
NA,0,0,0,1,0,chr21:43100519:43104314:-,-Inf,0,0,0,0,1,Inf,0,0,0,0,0,-Inf,0,0,0,0,2,0.105360515657826,0,0,0,0,2,0.653926467406664,0,0,0,3,10,NA,0,0,0,0,0,0.182321556793955,0,0,0,0,6,-1.20927785655563,0,0,0,2,7,0.607989372219638,0,0,0,2,6,0.172548044966974,0,0,0,3,18,0.414943852062708,0,0,0,12,71,-0.126022618726725,0,4,4,32,517,0.355950043580784,0,2,2,0,126,chr21,43100519,43104314,-,43104314,43100519,clu_2041,clu_2075,207,2025,2232,0.462685373146269,0.608643913560864,0.19579804201958,0.681453185468145,NA,0,0.732362676373236,NA,0.297887021129789,0.880571194288057,0.00844991550084495,NA,NA,NA
NA,0,0,0,1,1,chr21:43100540:43104314:-,NA,0,0,0,1,1,NA,0,0,0,2,1,NA,0,0,0,2,10,NA,0,0,0,4,13,NA,0,0,0,15,62,NA,0,0,0,0,0,NA,0,0,0,12,23,NA,0,2,2,23,63,NA,0,0,0,9,37,NA,1,1,2,21,184,NA,1,5,6,60,476,-0.91056005716517,0,3,3,127,1563,NA,0,0,0,3,267,chr21,43100540,43104314,-,43104314,43100540,clu_2041,clu_2076,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:42855780:42859661:-,NA,0,1,1,0,1,NA,2,0,2,2,0,NA,0,1,1,0,1,NA,1,2,3,1,3,NA,5,11,16,5,13,NA,0,0,0,0,0,NA,3,4,7,3,5,NA,1,13,14,2,15,NA,3,5,8,3,7,NA,7,50,57,7,57,NA,16,97,113,18,105,-Inf,25,378,403,29,402,NA,1,64,65,1,68,chr21,42855780,42859661,-,42859661,42855780,clu_1949,clu_1980,55,760,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,0,chr21:42854626:42859661:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,2,NA,1,0,1,3,9,NA,0,0,0,0,0,NA,0,0,0,0,4,NA,0,1,1,2,7,NA,0,0,0,2,6,NA,0,0,0,3,20,NA,0,1,1,13,68,Inf,0,3,3,29,493,NA,0,3,3,0,117,chr21,42854626,42859661,-,42859661,42854626,clu_1949,clu_1979,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43774759:43776203:-,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,1,8,9,1,8,NA,2,5,7,2,5,-Inf,8,32,40,8,33,NA,0,0,0,0,0,NA,3,12,15,3,12,-1.05701839136927,0,22,22,0,22,-Inf,4,18,22,4,19,NA,8,39,47,8,40,-Inf,29,236,265,29,237,0.609626208510084,88,1181,1269,89,1190,-Inf,1,191,192,1,192,chr21,43774759,43776203,-,43776203,43774759,clu_2112,clu_2140,611,3948,4559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43774330:43776203:-,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,0,0,1,8,NA,0,0,0,2,5,Inf,0,0,0,8,33,NA,0,0,0,0,0,NA,0,0,0,3,12,1.05701839136927,0,0,0,0,22,Inf,0,0,0,4,19,NA,0,0,0,8,40,Inf,0,1,1,29,237,-0.609626208510084,1,4,5,89,1190,Inf,0,0,0,1,192,chr21,43774330,43776203,-,43776203,43774330,clu_2112,clu_2137,2,20,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:42863596:42873550:-,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,0,0,1,9,NA,0,0,0,2,5,-Inf,1,3,4,8,34,NA,0,0,0,0,0,NA,0,1,1,3,11,NA,0,2,2,0,21,-Inf,0,1,1,4,19,NA,0,1,1,7,38,0.733969175080201,3,11,14,30,228,0.297632403304949,2,51,53,88,1169,NA,0,8,8,1,186,chr21,42863596,42873550,-,42873550,42863596,clu_1954,clu_1986,37,586,623,NA,0.755912440875591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:42859722:42873550:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,1,0,1,1,1,-0.7339691750802,0,6,6,0,9,-0.297632403304949,1,15,16,1,27,NA,0,5,5,0,5,chr21,42859722,42873550,-,42873550,42859722,clu_1954,clu_1981,3,36,39,NA,0.755922440775592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43095743:43101365:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,-Inf,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,1.87180217690159,0,0,0,0,0,-Inf,0,0,0,0,0,-Inf,0,1,1,1,1,0.415827895143711,0,3,3,0,9,0.924258901523332,0,12,12,1,27,-Inf,0,0,0,0,5,chr21,43095743,43101365,-,43101365,43095743,clu_2039,clu_2070,64,626,690,NA,0.281207187928121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,1,chr21:43100519:43101365:-,NA,0,0,0,1,1,NA,0,0,0,2,1,NA,0,0,0,1,10,Inf,0,0,0,4,13,Inf,0,0,0,15,63,NA,0,0,0,0,0,Inf,0,0,0,12,23,-1.87180217690159,0,0,0,23,62,Inf,0,0,0,10,37,Inf,0,0,0,20,186,-0.415827895143711,0,0,0,60,476,-0.924258901523332,1,5,6,127,1571,Inf,0,0,0,3,266,chr21,43100519,43101365,-,43101365,43100519,clu_2039,clu_2075,7,51,58,NA,0.281177188228118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:42863596:42876701:-,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,1,9,10,1,9,NA,2,5,7,2,5,-Inf,7,31,38,8,34,NA,0,0,0,0,0,NA,3,10,13,3,11,Inf,0,19,19,0,21,NA,4,18,22,4,19,NA,7,37,44,7,38,Inf,27,217,244,30,228,Inf,86,1118,1204,88,1169,NA,1,178,179,1,186,chr21,42863596,42876701,-,42876701,42863596,clu_1956,clu_1986,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,1,chr21:42873691:42876701:-,NA,0,0,0,1,1,NA,0,0,0,2,1,NA,1,1,2,2,10,NA,0,0,0,4,13,Inf,0,1,1,15,62,NA,0,0,0,0,0,NA,0,1,1,12,23,-Inf,5,2,7,23,63,NA,1,2,3,9,37,NA,0,6,6,21,184,-Inf,0,12,12,60,476,-Inf,4,20,24,127,1563,NA,0,5,5,3,267,chr21,42873691,42876701,-,42876701,42873691,clu_1956,clu_1987,52,721,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
