E/B/M_three.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_three.wt.cluster.cov,E/B/M_three.mut.cluster.cov,intron_junction,Tcells_three.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_three.wt.cluster.cov,Tcells_three.mut.cluster.cov,PreB_three.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_three.wt.cluster.cov,PreB_three.mut.cluster.cov,DC_three.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_three.wt.cluster.cov,DC_three.mut.cluster.cov,HSPC_three.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_three.wt.cluster.cov,HSPC_three.mut.cluster.cov,IMP_three.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_three.wt.cluster.cov,IMP_three.mut.cluster.cov,Bcells_three.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_three.wt.cluster.cov,Bcells_three.mut.cluster.cov,NP_three.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_three.wt.cluster.cov,NP_three.mut.cluster.cov,Mat_Mono_three.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_three.wt.cluster.cov,Mat_Mono_three.mut.cluster.cov,MonoDC_three.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_three.wt.cluster.cov,MonoDC_three.mut.cluster.cov,MkP_three.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_three.wt.cluster.cov,MkP_three.mut.cluster.cov,MEP_three.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_three.wt.cluster.cov,MEP_three.mut.cluster.cov,EP_three.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_three.wt.cluster.cov,EP_three.mut.cluster.cov,None_three.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_three.wt.cluster.cov,None_three.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:39499915:39509001:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,5,5,0,5,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,4,4,0,4,NA,1,0,1,1,0,Inf,1,15,16,1,16,NA,2,35,37,2,37,-3.3322045101752,17,148,165,17,152,NA,0,21,21,0,26,chr21,39499915,39509001,+,39499915,39509001,clu_1686,clu_1724,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:41446141:41451166:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,2,2,NA,0,0,0,1,1,NA,0,0,0,0,6,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,4,NA,0,1,1,1,5,NA,0,2,2,2,15,NA,1,1,2,1,24,NA,0,0,0,0,1,chr21,41446141,41451166,+,41446141,41451166,clu_1747,clu_1783,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:41446141:41449136:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,14,NA,0,9,9,4,108,NA,0,2,2,0,20,chr21,41446141,41449136,+,41446141,41449136,clu_1747,clu_1781,6,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:42413222:42416441:+,NA,0,0,0,0,0,NA,0,0,0,2,0,NA,0,0,0,1,5,NA,0,0,0,1,4,NA,0,0,0,5,25,NA,0,0,0,1,0,NA,0,0,0,1,2,NA,0,1,1,8,14,NA,0,0,0,1,10,NA,0,0,0,8,55,-Inf,0,0,0,14,165,-Inf,0,4,4,62,720,NA,0,1,1,1,96,chr21,42413222,42416441,+,42413222,42416441,clu_1861,clu_1891,5,131,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:42413222:42413409:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,2,2,0,2,NA,1,4,5,2,11,NA,0,2,2,0,4,NA,0,0,0,0,1,Inf,0,0,0,0,0,Inf,0,1,1,0,1,NA,1,0,1,1,0,chr21,42413222,42413409,+,42413222,42413409,clu_1861,clu_1889,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39387855:39390697:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,5,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,4,NA,0,0,0,1,0,-Inf,0,1,1,1,16,-Inf,0,2,2,2,37,-Inf,0,4,4,17,152,NA,0,5,5,0,26,chr21,39387855,39390697,+,39387855,39390697,clu_1647,clu_1684,22,228,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39387855:39391768:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,1,2,NA,0,0,0,0,2,NA,0,0,0,0,0,Inf,0,1,1,1,6,Inf,0,1,1,0,10,Inf,1,1,2,2,29,NA,0,0,0,0,0,chr21,39387855,39391768,+,39387855,39391768,clu_1647,clu_1687,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:24428904:24485622:+,NA,0,0,0,0,0,NA,1,0,1,2,0,Inf,1,3,4,1,5,NA,1,2,3,1,4,NA,5,24,29,5,25,NA,1,0,1,1,0,NA,1,1,2,1,2,NA,4,8,12,8,14,NA,1,7,8,1,10,Inf,6,47,53,8,55,Inf,13,141,154,14,165,-Inf,56,631,687,62,720,NA,0,82,82,1,96,chr21,24428904,24485622,+,24428904,24485622,clu_184,clu_196,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:24428904:24438252:+,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,2,1,3,2,2,NA,1,1,2,1,1,NA,0,6,6,0,6,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,4,4,0,4,-Inf,1,4,5,1,5,-Inf,2,13,15,2,15,Inf,0,23,23,1,24,NA,0,1,1,0,1,chr21,24428904,24438252,+,24428904,24438252,clu_184,clu_189,6,53,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:39345958:39348291:-,NA,0,0,0,0,0,NA,0,0,0,2,1,Inf,0,1,1,3,6,NA,0,1,1,0,3,Inf,0,2,2,4,27,NA,0,0,0,0,0,Inf,0,1,1,2,13,Inf,0,2,2,3,17,-0.693147180559945,1,2,3,6,22,-0.810930216216329,1,4,5,5,40,Inf,0,6,6,23,179,-0.95265837604503,5,36,41,47,820,-Inf,1,8,9,1,125,chr21,39345958,39348291,-,39348291,39345958,clu_1622,clu_1669,8,63,71,NA,0.214707852921471,0.232847671523285,NA,NA,0.00999990000100004,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39347292:39348291:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,0,0,0,0,2,Inf,0,0,0,1,7,Inf,2,6,8,2,31,Inf,0,1,1,0,4,chr21,39347292,39348291,-,39348291,39347292,clu_1622,clu_1671,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39345274:39348291:-,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,1,1,0,2,NA,0,0,0,0,0,-Inf,0,2,2,0,2,0.847297860387204,0,0,0,0,1,1.15267950993839,0,0,0,0,1,0,0,2,2,0,2,-Inf,1,7,8,1,7,0.350265558753549,0,25,25,2,31,Inf,0,3,3,0,4,chr21,39345274,39348291,-,39348291,39345274,clu_1622,clu_1667,84,1111,1195,NA,0.504114958850411,0.0442895571044289,1,NA,0.06919930800692,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39347478:39348291:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,1,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,1,Inf,0,0,0,0,0,Inf,0,0,0,0,2,Inf,0,0,0,1,2,0.656920709538172,0,5,5,1,23,Inf,0,1,1,0,2,chr21,39347478,39348291,-,39348291,39347478,clu_1622,clu_1672,1,47,48,NA,0.446825531744683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,0,chr21:39347952:39348291:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,Inf,0,1,1,1,2,NA,0,0,0,0,0,NA,0,0,0,0,0,-2.07944154167984,0,0,0,0,0,-Inf,0,0,0,0,0,Inf,1,0,1,1,4,Inf,1,1,2,2,11,-0.0264999734014505,0,2,2,4,13,NA,0,0,0,0,2,chr21,39347952,39348291,-,39348291,39347952,clu_1622,clu_1673,3,26,29,NA,0.975540244597554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39345958:39347378:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,0,2,2,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,3,3,0,5,NA,0,2,2,0,7,-Inf,0,3,3,0,10,NA,0,2,2,0,2,chr21,39345958,39347378,-,39347378,39345958,clu_1616,clu_1669,2,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39345274:39347378:-,NA,0,0,0,0,0,NA,0,0,0,1,1,NA,0,0,0,1,5,NA,0,0,0,0,3,NA,1,2,3,3,27,NA,0,0,0,0,0,NA,0,0,0,1,6,NA,0,0,0,3,16,NA,1,0,1,5,14,NA,1,0,1,5,32,NA,1,2,3,23,156,Inf,1,20,21,40,699,NA,0,1,1,1,99,chr21,39345274,39347378,-,39347378,39345274,clu_1616,clu_1667,1,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:39428503:39429130:-,NA,0,0,0,0,0,NA,0,0,0,2,1,NA,0,0,0,3,6,NA,0,0,0,0,3,NA,0,0,0,4,27,NA,0,0,0,0,0,NA,0,0,0,2,13,NA,0,0,0,3,17,NA,0,0,0,6,22,NA,0,0,0,5,40,NA,0,1,1,23,179,Inf,0,4,4,47,820,NA,0,2,2,1,125,chr21,39428503,39429130,-,39429130,39428503,clu_1668,clu_1706,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:39423490:39429130:-,NA,0,0,0,0,0,NA,2,1,3,2,1,NA,3,5,8,3,6,NA,0,2,2,0,3,NA,4,23,27,4,27,NA,0,0,0,0,0,NA,2,11,13,2,13,NA,2,14,16,3,17,NA,4,19,23,6,22,NA,4,32,36,5,40,NA,23,160,183,23,179,-Inf,40,730,770,47,820,NA,0,113,113,1,125,chr21,39423490,39429130,-,39429130,39423490,clu_1668,clu_1702,2,25,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:20257343:20258551:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,Inf,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,1,0,1,1,2,-2.30258509299405,0,1,1,1,2,Inf,0,3,3,1,9,NA,0,0,0,0,2,chr21,20257343,20258551,-,20258551,20257343,clu_182,clu_186,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:20257346:20258551:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,1,NA,0,0,0,1,0,Inf,0,2,2,0,2,2.30258509299405,0,1,1,0,5,-Inf,0,6,6,1,15,NA,0,0,0,0,0,chr21,20257346,20258551,-,20258551,20257346,clu_182,clu_187,7,30,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:41994108:42010251:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,1,2,NA,1,1,2,1,2,NA,1,6,7,1,9,NA,0,2,2,0,2,chr21,41994108,42010251,-,42010251,41994108,clu_1821,clu_1849,1,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:42002961:42010251:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,2,3,1,2,NA,0,4,4,0,5,NA,0,5,5,0,7,NA,0,0,0,0,1,chr21,42002961,42010251,-,42010251,42002961,clu_1821,clu_1850,0,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39348339:39348544:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,1,1,0,1,-1.83258146374831,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,-Inf,0,0,0,1,2,-1.25276296849537,0,1,1,0,5,0.138672792124941,0,2,2,0,7,Inf,0,1,1,0,1,chr21,39348339,39348544,-,39348544,39348339,clu_1625,clu_1674,5,25,30,NA,0.881671183288167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:39348451:39348544:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,1.83258146374831,1,1,2,1,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,Inf,0,4,4,1,4,1.25276296849537,1,10,11,2,11,-0.138672792124941,4,11,15,4,13,-Inf,0,2,2,0,2,chr21,39348451,39348544,-,39348544,39348451,clu_1625,clu_1677,78,1033,1111,NA,0.881671183288167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39205302:39206107:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,1,1,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,-Inf,0,2,2,0,5,Inf,0,5,5,0,7,Inf,0,7,7,0,10,NA,0,0,0,0,2,chr21,39205302,39206107,-,39206107,39205302,clu_1558,clu_1607,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39202545:39206107:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,Inf,0,2,2,0,2,-Inf,1,2,3,1,2,-Inf,1,18,19,1,23,NA,0,1,1,0,2,chr21,39202545,39206107,-,39206107,39202545,clu_1558,clu_1606,2,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:39345274:39347915:-,NA,0,0,0,0,0,NA,0,0,0,2,1,NA,0,0,0,3,6,NA,0,0,0,0,3,NA,0,1,1,4,27,NA,0,0,0,0,0,NA,0,1,1,2,13,NA,0,0,0,3,17,NA,0,1,1,6,22,NA,0,2,2,5,40,NA,0,7,7,23,179,Inf,1,33,34,47,820,NA,0,2,2,1,125,chr21,39345274,39347915,-,39347915,39345274,clu_1621,clu_1667,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:39347478:39347915:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,1,1,1,1,NA,0,0,0,1,0,NA,0,0,0,0,2,NA,0,1,1,0,5,-Inf,1,2,3,1,15,NA,0,0,0,0,0,chr21,39347478,39347915,-,39347915,39347478,clu_1621,clu_1672,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
