E/B/M_three.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_three.wt.cluster.cov,E/B/M_three.mut.cluster.cov,intron_junction,Tcells_three.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_three.wt.cluster.cov,Tcells_three.mut.cluster.cov,PreB_three.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_three.wt.cluster.cov,PreB_three.mut.cluster.cov,DC_three.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_three.wt.cluster.cov,DC_three.mut.cluster.cov,HSPC_three.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_three.wt.cluster.cov,HSPC_three.mut.cluster.cov,IMP_three.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_three.wt.cluster.cov,IMP_three.mut.cluster.cov,Bcells_three.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_three.wt.cluster.cov,Bcells_three.mut.cluster.cov,NP_three.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_three.wt.cluster.cov,NP_three.mut.cluster.cov,Mat_Mono_three.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_three.wt.cluster.cov,Mat_Mono_three.mut.cluster.cov,MonoDC_three.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_three.wt.cluster.cov,MonoDC_three.mut.cluster.cov,MkP_three.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_three.wt.cluster.cov,MkP_three.mut.cluster.cov,MEP_three.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_three.wt.cluster.cov,MEP_three.mut.cluster.cov,EP_three.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_three.wt.cluster.cov,EP_three.mut.cluster.cov,None_three.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_three.wt.cluster.cov,None_three.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:44856364:44865394:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,4,NA,0,0,0,1,4,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,2,12,NA,0,0,0,0,2,-Inf,1,0,1,2,8,Inf,0,1,1,2,6,-Inf,2,0,2,2,18,NA,0,1,1,0,6,chr21,44856364,44865394,-,44865394,44856364,clu_2389,clu_2406,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:44861271:44865394:-,NA,0,1,1,1,5,NA,0,0,0,0,0,NA,0,0,0,3,15,NA,0,0,0,0,2,NA,0,1,1,7,15,NA,0,0,0,2,1,NA,1,1,2,4,28,NA,3,9,12,88,219,NA,0,1,1,12,27,Inf,0,0,0,1,20,-Inf,0,0,0,3,26,Inf,1,1,2,3,37,NA,0,0,0,3,9,chr21,44861271,44865394,-,44865394,44861271,clu_2389,clu_2407,6,60,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:44909491:44910283:-,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,7,NA,0,0,0,0,3,Inf,0,1,1,2,22,NA,0,0,0,0,0,-2.19722457733622,0,0,0,2,4,0.194156014440958,0,1,1,6,13,Inf,0,0,0,0,6,NA,0,2,2,4,46,NA,0,6,6,15,136,-2.89037175789616,0,34,34,34,531,NA,0,2,2,1,101,chr21,44909491,44910283,-,44910283,44909491,clu_2427,clu_2451,5,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:44908182:44910283:-,Inf,0,0,0,0,0,NA,0,0,0,0,0,-0.559615787935423,0,0,0,0,8,NA,0,0,0,0,3,-0.0953101798043249,0,0,0,2,21,NA,0,0,0,0,0,0,0,0,0,2,4,-0.325422400434628,0,0,0,7,12,-0.154150679827258,0,0,0,0,6,Inf,0,0,0,4,47,-1.69167601067107,0,2,2,15,138,Inf,0,16,16,36,519,-Inf,0,0,0,1,100,chr21,44908182,44910283,-,44910283,44908182,clu_2427,clu_2450,69,188,257,NA,0.000749992500075014,NA,NA,NA,0.481815181848182,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:44907095:44910283:-,-Inf,0,0,0,1,0,NA,0,0,0,0,1,0.559615787935423,0,0,0,1,9,NA,0,0,0,2,5,-0.22314355131421,0,0,0,8,34,NA,0,0,0,0,0,Inf,1,0,1,3,10,0.305381649551182,0,0,0,0,21,-0.0487901641694319,0,0,0,4,19,-Inf,0,1,1,6,39,1.69167601067107,0,2,2,30,234,-0.421213465076304,0,11,11,85,1182,Inf,0,2,2,1,190,chr21,44907095,44910283,-,44910283,44907095,clu_2427,clu_2449,53,203,256,NA,0.452605473945261,NA,NA,NA,0.516684833151668,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:44801398:44801705:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,7,7,0,7,NA,0,3,3,0,3,Inf,2,21,23,2,22,NA,0,0,0,0,0,NA,2,4,6,2,4,Inf,6,12,18,6,13,NA,0,6,6,0,6,Inf,4,44,48,4,46,Inf,15,128,143,15,136,Inf,34,494,528,34,531,Inf,1,99,100,1,101,chr21,44801398,44801705,-,44801705,44801398,clu_2354,clu_2376,0,46,46,NA,0.235127648723513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,2,chr21:44788095:44801705:-,NA,0,0,0,0,1,NA,0,0,0,5,1,NA,0,0,0,9,54,NA,0,0,0,9,19,-Inf,0,0,0,22,107,NA,0,0,0,2,3,NA,0,0,0,16,52,-Inf,0,0,0,58,183,NA,0,0,0,22,98,-Inf,0,0,0,30,239,-Inf,0,2,2,112,938,-Inf,0,5,5,346,4501,-Inf,0,0,0,15,665,chr21,44788095,44801705,-,44801705,44788095,clu_2354,clu_2371,64,819,883,NA,0.200347996520035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:44799480:44801705:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,4,NA,0,1,1,0,1,NA,0,0,0,0,2,Inf,0,11,11,0,18,Inf,2,19,21,4,38,NA,0,2,2,0,8,chr21,44799480,44801705,-,44801705,44799480,clu_2354,clu_2373,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:44779216:44787919:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,7,7,0,7,NA,1,4,5,1,4,NA,3,21,24,3,21,NA,0,0,0,0,0,NA,2,2,4,2,2,NA,9,13,22,9,13,NA,0,5,5,0,5,NA,4,46,50,4,48,Inf,14,130,144,14,131,Inf,38,488,526,38,493,NA,1,97,98,1,97,chr21,44779216,44787919,-,44787919,44779216,clu_2347,clu_2369,0,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:44777417:44787919:-,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,1,1,1,9,NA,0,0,0,2,5,NA,0,1,1,8,33,NA,0,0,0,0,0,NA,0,0,0,3,11,NA,0,0,0,0,21,NA,0,0,0,4,19,NA,0,0,0,7,39,-Inf,1,2,3,28,231,-Inf,0,6,6,84,1172,NA,0,0,0,1,185,chr21,44777417,44787919,-,44787919,44777417,clu_2347,clu_2368,67,841,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25599836:25601367:-,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,1,9,10,1,9,NA,2,5,7,2,5,NA,8,34,42,8,34,NA,0,0,0,0,0,-Inf,2,10,12,3,10,NA,0,21,21,0,21,NA,4,19,23,4,19,Inf,6,38,44,6,39,Inf,30,232,262,30,234,Inf,85,1171,1256,85,1182,Inf,1,188,189,1,190,chr21,25599836,25601367,-,25601367,25599836,clu_218,clu_231,1,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25599866:25601367:-,NA,0,0,0,1,0,NA,0,0,0,1,1,NA,0,0,0,0,8,NA,0,1,1,4,5,NA,0,1,1,4,9,NA,0,0,0,1,1,Inf,0,0,0,1,4,NA,0,0,0,7,20,NA,0,0,0,3,7,-Inf,0,0,0,9,36,-Inf,0,0,0,4,76,-Inf,2,3,5,22,328,-Inf,0,1,1,1,66,chr21,25599866,25601367,-,25601367,25599866,clu_218,clu_233,140,1728,1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:25734244:25734852:-,NA,0,1,1,1,5,NA,0,0,0,0,0,NA,2,8,10,3,15,NA,0,0,0,0,2,NA,2,4,6,7,15,NA,0,0,0,2,1,NA,3,21,24,4,28,NA,54,117,171,88,219,NA,3,6,9,12,27,NA,0,4,4,1,20,Inf,2,7,9,3,26,Inf,0,15,15,3,37,NA,3,5,8,3,9,chr21,25734244,25734852,-,25734852,25734244,clu_266,clu_279,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25734375:25734852:-,NA,0,1,1,0,1,-Inf,0,0,0,0,0,-Inf,0,0,0,0,0,Inf,0,4,4,0,4,0.0289875368732524,1,4,5,1,4,NA,0,0,0,0,0,Inf,0,1,1,0,1,-1.18562366565774,2,12,14,2,12,-0.62057648772511,0,2,2,0,2,-0.133531392624523,1,8,9,2,8,-0.129196422936308,2,5,7,2,6,-0.274910897455209,0,18,18,2,18,-0.281888008309793,0,5,5,0,6,chr21,25734375,25734852,-,25734852,25734375,clu_266,clu_280,32,266,298,0.680853191468085,0.429765702342977,0.77240227597724,0.823881761182388,NA,0.000669993300067007,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25733363:25734852:-,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,0,0,1,8,NA,0,0,0,2,4,NA,0,1,1,7,30,NA,0,0,0,0,0,NA,0,0,0,2,11,NA,0,0,0,0,22,NA,0,0,0,2,19,NA,0,0,0,7,35,NA,0,0,0,28,222,Inf,0,3,3,82,1105,Inf,0,1,1,1,176,chr21,25733363,25734852,-,25734852,25733363,clu_266,clu_277,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-Inf,0,0,0,0,0,chr21:25729801:25734852:-,NA,1,0,1,1,0,Inf,0,1,1,0,1,Inf,1,8,9,1,9,-Inf,2,5,7,2,5,-0.385262400790645,8,32,40,8,33,NA,0,0,0,0,0,-0.22314355131421,3,11,14,3,11,0.863719844864817,0,21,21,0,21,0.574541438152098,4,19,23,4,19,0.0645385211375712,7,39,46,7,39,0.12744494656812,27,229,256,28,231,0.22996924901797,84,1166,1250,84,1172,-0.232931557680373,1,185,186,1,185,chr21,25729801,25734852,-,25734852,25729801,clu_266,clu_275,594,6392,6986,0.64980350196498,0.382886171138289,0.701782982170178,0.885281147188528,NA,0.000359996400036033,0.697413025869741,NA,0.556944430555694,0.0666693333066669,NA,NA,NA,NA
Inf,0,0,0,1,2,chr21:25734398:25734852:-,NA,0,0,0,0,1,NA,1,0,1,5,1,NA,1,0,1,9,54,NA,0,2,2,9,19,Inf,1,5,6,22,107,NA,0,0,0,2,3,-1.22377543162212,0,3,3,16,52,-0.46888693454566,3,3,6,58,183,-0.410742165209008,2,5,7,22,98,0.00431966114451638,1,7,8,30,239,-0.185403223331363,5,37,42,112,938,-0.254320278879442,17,170,187,346,4501,Inf,1,34,35,15,665,chr21,25734398,25734852,-,25734852,25734398,clu_266,clu_281,21,189,210,0.130778692213078,0.539474605253947,0.724882751172488,0.994880051199488,NA,0.188808111918881,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:45516140:45525816:-,NA,1,3,4,2,3,NA,0,0,0,0,0,NA,1,7,8,1,7,NA,0,2,2,0,2,Inf,4,10,14,4,10,NA,2,0,2,2,1,NA,0,8,8,0,8,NA,43,103,146,44,104,NA,10,24,34,11,24,NA,1,16,17,1,16,NA,3,19,22,3,19,0,3,22,25,3,22,NA,0,4,4,0,4,chr21,45516140,45525816,-,45525816,45516140,clu_2582,clu_2591,2,35,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:45515152:45525816:-,NA,1,5,6,1,5,NA,0,0,0,0,0,NA,2,13,15,3,14,NA,0,2,2,0,2,-Inf,7,14,21,7,15,NA,2,1,3,2,1,NA,4,26,30,4,28,NA,81,194,275,90,209,NA,12,26,38,12,27,NA,1,20,21,1,20,NA,3,22,25,3,26,0,3,29,32,3,35,NA,3,9,12,3,9,chr21,45515152,45525816,-,45525816,45515152,clu_2582,clu_2581,3,37,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:44771489:44773546:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,7,NA,0,0,0,1,4,NA,0,0,0,3,21,NA,0,0,0,0,0,NA,0,0,0,2,2,NA,0,0,0,9,13,NA,0,0,0,0,5,-Inf,0,2,2,4,48,-Inf,0,1,1,14,131,-Inf,0,5,5,38,493,NA,0,0,0,1,97,chr21,44771489,44773546,-,44773546,44771489,clu_2335,clu_2364,72,814,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:44770053:44773546:-,NA,1,0,1,2,3,NA,0,0,0,0,0,NA,0,0,0,1,7,NA,0,0,0,0,2,NA,0,0,0,4,10,NA,0,1,1,2,1,NA,0,0,0,0,8,NA,1,1,2,44,104,NA,1,0,1,11,24,Inf,0,0,0,1,16,Inf,0,0,0,3,19,Inf,0,0,0,3,22,NA,0,0,0,0,4,chr21,44770053,44773546,-,44773546,44770053,clu_2335,clu_2353,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25601467:25606448:-,NA,1,0,1,1,0,NA,0,1,1,0,1,Inf,1,8,9,1,8,NA,2,4,6,2,4,Inf,7,29,36,7,30,NA,0,0,0,0,0,NA,2,11,13,2,11,NA,0,22,22,0,22,NA,2,19,21,2,19,NA,7,35,42,7,35,-1.44473795698997,28,222,250,28,222,Inf,82,1102,1184,82,1105,NA,1,175,176,1,176,chr21,25601467,25606448,-,25606448,25601467,clu_227,clu_236,1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,2,chr21:25603935:25606448:-,NA,0,0,0,0,1,NA,0,0,0,5,1,-Inf,0,0,0,9,54,NA,0,0,0,9,19,-Inf,0,0,0,22,107,NA,0,0,0,2,3,NA,0,0,0,16,52,NA,0,0,0,58,183,NA,0,0,0,22,98,NA,0,0,0,30,239,1.44473795698997,0,0,0,112,938,-Inf,0,8,8,346,4501,NA,0,1,1,15,665,chr21,25603935,25606448,-,25606448,25603935,clu_227,clu_240,138,1716,1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:44809118:44817947:-,NA,0,0,0,1,5,NA,0,0,0,0,0,NA,1,1,2,3,14,Inf,0,0,0,0,2,Inf,0,1,1,7,15,NA,0,0,0,2,1,NA,0,2,2,4,28,NA,9,15,24,90,209,NA,0,1,1,12,27,NA,0,0,0,1,20,NA,0,4,4,3,26,-2.38262780066758,0,6,6,3,35,Inf,0,0,0,3,9,chr21,44809118,44817947,-,44817947,44809118,clu_2373,clu_2390,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:44814104:44817947:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,-Inf,0,1,1,0,1,-Inf,1,2,3,1,2,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,4,7,11,4,8,NA,0,0,0,0,0,NA,1,7,8,1,7,NA,4,26,30,5,29,2.38262780066758,2,72,74,2,78,-Inf,0,11,11,0,11,chr21,44814104,44817947,-,44817947,44814104,clu_2373,clu_2392,56,555,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:25603935:25607402:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,8,8,0,8,NA,0,3,3,0,3,Inf,2,21,23,2,21,NA,0,0,0,0,0,NA,2,4,6,2,4,NA,7,12,19,7,12,NA,0,6,6,0,6,NA,4,47,51,4,47,NA,15,136,151,15,138,Inf,36,503,539,36,519,Inf,1,100,101,1,100,chr21,25603935,25607402,-,25607402,25603935,clu_234,clu_240,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,2,1,2,chr21:25606655:25607402:-,NA,0,1,1,0,1,NA,4,1,5,5,1,NA,8,54,62,9,54,NA,9,17,26,9,19,-Inf,21,100,121,22,107,NA,2,3,5,2,3,NA,15,48,63,16,52,NA,53,176,229,58,183,NA,19,90,109,22,98,NA,28,224,252,30,239,NA,103,871,974,112,938,-Inf,317,4196,4513,346,4501,-Inf,14,610,624,15,665,chr21,25606655,25607402,-,25607402,25606655,clu_234,clu_246,133,1628,1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:44893544:44894970:-,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,1,-Inf,0,0,0,0,0,NA,0,0,0,0,0,0.873528872536073,0,3,3,0,4,Inf,0,0,0,0,1,NA,0,2,2,0,2,NA,0,7,7,0,18,NA,2,19,21,4,38,NA,0,6,6,0,8,chr21,44893544,44894970,-,44894970,44893544,clu_2411,clu_2439,68,219,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
