E/B/M_three.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_three.wt.cluster.cov,E/B/M_three.mut.cluster.cov,intron_junction,Tcells_three.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_three.wt.cluster.cov,Tcells_three.mut.cluster.cov,PreB_three.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_three.wt.cluster.cov,PreB_three.mut.cluster.cov,DC_three.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_three.wt.cluster.cov,DC_three.mut.cluster.cov,HSPC_three.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_three.wt.cluster.cov,HSPC_three.mut.cluster.cov,IMP_three.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_three.wt.cluster.cov,IMP_three.mut.cluster.cov,Bcells_three.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_three.wt.cluster.cov,Bcells_three.mut.cluster.cov,NP_three.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_three.wt.cluster.cov,NP_three.mut.cluster.cov,Mat_Mono_three.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_three.wt.cluster.cov,Mat_Mono_three.mut.cluster.cov,MonoDC_three.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_three.wt.cluster.cov,MonoDC_three.mut.cluster.cov,MkP_three.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_three.wt.cluster.cov,MkP_three.mut.cluster.cov,MEP_three.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_three.wt.cluster.cov,MEP_three.mut.cluster.cov,EP_three.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_three.wt.cluster.cov,EP_three.mut.cluster.cov,None_three.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_three.wt.cluster.cov,None_three.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:33341174:33343267:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,3,5,3,3,NA,1,1,2,1,1,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,1,1,0,1,-Inf,9,20,29,9,21,-Inf,1,6,7,1,6,-Inf,4,11,15,4,11,1.48160454092422,5,34,39,6,34,0.0124225199985571,6,80,86,6,82,NA,0,7,7,0,7,chr21,33341174,33343267,+,33341174,33343267,clu_873,clu_883,28,274,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33569087:33573307:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,0,0,0,1,1,NA,0,0,0,0,4,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,11,24,NA,0,0,0,1,6,NA,0,1,1,0,7,-Inf,0,1,1,4,46,-Inf,0,2,2,10,168,NA,0,0,0,1,23,chr21,33569087,33573307,+,33569087,33573307,clu_989,clu_1024,12,143,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33569087:33572550:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,3,3,NA,0,0,0,1,1,NA,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,1,1,9,21,NA,0,0,0,1,6,NA,0,0,0,4,11,Inf,1,0,1,6,34,Inf,0,2,2,6,82,NA,0,0,0,0,7,chr21,33569087,33572550,+,33569087,33572550,clu_989,clu_1023,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33559775:33559876:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,1,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,2,3,NA,0,0,0,0,1,-Inf,0,0,0,0,3,-1.54044504094715,0,0,0,2,11,0.641853886172395,0,5,5,2,38,NA,0,0,0,1,7,chr21,33559775,33559876,+,33559775,33559876,clu_987,clu_1019,3,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33559775:33567156:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,1,1,2,1,1,NA,0,4,4,0,4,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,10,24,34,11,24,NA,1,6,7,1,6,Inf,0,6,6,0,7,1.54044504094715,4,45,49,4,46,-0.641853886172395,10,166,176,10,168,NA,1,23,24,1,23,chr21,33559775,33567156,+,33559775,33567156,clu_987,clu_1020,13,111,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33266514:33268393:+,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,1,4,NA,0,0,0,1,1,NA,0,0,0,0,4,NA,0,0,0,0,1,NA,0,0,0,0,4,-Inf,0,0,0,10,17,NA,0,1,1,2,8,NA,0,1,1,1,7,Inf,1,4,5,3,49,-Inf,1,13,14,11,178,NA,0,0,0,1,26,chr21,33266514,33268393,+,33266514,33268393,clu_854,clu_854,28,165,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33266514:33276595:+,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,1,6,NA,0,0,0,1,1,NA,0,0,0,0,5,NA,0,0,0,0,1,NA,0,0,0,0,4,Inf,1,0,1,12,18,NA,0,0,0,2,8,NA,0,0,0,2,7,-Inf,0,0,0,4,48,Inf,0,5,5,11,187,NA,0,1,1,1,28,chr21,33266514,33276595,+,33266514,33276595,clu_854,clu_859,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33345360:33348549:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,1,1,2,1,1,NA,0,4,4,0,4,NA,0,1,1,0,1,NA,0,4,4,0,4,-Inf,10,15,25,10,17,NA,2,7,9,2,8,NA,1,6,7,1,7,Inf,2,44,46,3,49,Inf,10,162,172,11,178,NA,1,26,27,1,26,chr21,33345360,33348549,+,33345360,33348549,clu_879,clu_888,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33345360:33349090:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,1,0,NA,0,0,0,1,2,NA,0,0,0,0,0,NA,0,0,0,0,6,Inf,0,0,0,3,5,NA,0,0,0,0,2,NA,0,0,0,0,7,-Inf,0,1,1,1,20,-Inf,0,2,2,6,87,NA,0,2,2,0,18,chr21,33345360,33349090,+,33345360,33349090,clu_879,clu_891,28,279,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33335647:33343267:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,6,NA,0,0,0,1,1,NA,0,0,0,0,5,NA,0,0,0,0,1,NA,0,0,0,0,4,-Inf,0,0,0,12,18,NA,0,1,1,2,8,NA,0,0,0,2,7,NA,0,2,2,4,48,Inf,0,7,7,11,187,Inf,0,0,0,1,28,chr21,33335647,33343267,+,33335647,33343267,clu_872,clu_883,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33335647:33341077:+,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,5,6,1,6,NA,1,1,2,1,1,NA,0,5,5,0,5,NA,0,1,1,0,1,NA,0,4,4,0,4,NA,11,18,29,12,18,Inf,2,7,9,2,8,NA,2,7,9,2,7,Inf,4,46,50,4,48,Inf,11,175,186,11,187,NA,1,27,28,1,28,chr21,33335647,33341077,+,33335647,33341077,clu_872,clu_881,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33335647:33340998:+,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,2,3,5,2,3,NA,1,1,2,1,1,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,1,1,0,1,Inf,8,18,26,8,20,-Inf,1,4,5,1,5,NA,4,11,15,4,12,-Inf,5,32,37,5,33,-Inf,7,75,82,7,81,-Inf,0,5,5,0,6,chr21,33335647,33340998,+,33335647,33340998,clu_872,clu_880,33,296,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15405929:15441225:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,1,2,2,1,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,1,6,7,1,11,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,1,chr21,15405929,15441225,-,15441225,15405929,clu_91,clu_95,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15405764:15441225:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,-Inf,0,2,2,0,2,NA,2,17,19,2,17,NA,0,0,0,0,1,NA,0,3,3,0,3,NA,2,3,5,2,3,NA,1,9,10,1,10,Inf,3,22,25,3,23,NA,12,110,122,14,111,NA,17,442,459,17,459,NA,2,84,86,2,85,chr21,15405764,15441225,-,15441225,15405764,clu_91,clu_94,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,2,1,1,chr21:33539356:33542064:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,2,2,0,2,NA,2,20,22,2,20,NA,0,1,1,0,1,NA,0,6,6,0,7,NA,1,4,5,1,4,-Inf,1,12,13,1,12,-Inf,4,30,34,4,30,2.90872089656436,18,125,143,19,127,-Inf,24,536,560,24,543,-Inf,2,99,101,2,99,chr21,33539356,33542064,-,33542064,33539356,clu_963,clu_995,39,694,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33535320:33542064:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,2,NA,0,0,0,2,17,NA,0,0,0,0,1,NA,0,0,0,0,3,NA,0,0,0,2,3,Inf,0,1,1,1,10,Inf,0,1,1,3,23,-Inf,1,0,1,14,111,Inf,0,3,3,17,459,Inf,0,1,1,2,85,chr21,33535320,33542064,-,33542064,33535320,clu_963,clu_992,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33539323:33542064:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,1,2,1,2,NA,0,0,0,0,0,NA,0,0,0,0,1,-2.13553100833088,0,1,1,3,5,Inf,0,7,7,0,32,NA,0,1,1,0,3,chr21,33539323,33542064,-,33542064,33539323,clu_963,clu_994,1,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33530884:33531488:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,3,3,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,6,7,2,28,1.24479479884619,0,0,0,0,0,-Inf,0,0,0,0,1,NA,0,0,0,0,1,chr21,33530884,33531488,-,33531488,33530884,clu_943,clu_983,53,838,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:33528937:33531488:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,5,5,0,5,NA,0,0,0,0,0,NA,0,4,4,0,4,NA,0,0,0,0,0,NA,0,6,6,0,6,NA,1,4,5,1,4,-1.24479479884619,1,25,26,1,26,Inf,10,191,201,10,193,NA,0,35,35,0,37,chr21,33528937,33531488,-,33531488,33528937,clu_943,clu_981,1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32741622:32743247:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,3,3,NA,0,1,1,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,9,9,2,28,Inf,0,0,0,0,0,NA,0,0,0,0,1,NA,0,1,1,0,1,chr21,32741622,32743247,-,32743247,32741622,clu_812,clu_814,2,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32738319:32743247:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,2,1,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,5,5,1,11,-1.09861228866811,0,0,0,0,1,NA,0,0,0,0,0,NA,0,1,1,0,1,chr21,32738319,32743247,-,32743247,32738319,clu_812,clu_812,3,27,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32738214:32743247:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,2,NA,0,0,0,2,17,NA,0,1,1,0,1,NA,0,0,0,0,3,NA,0,0,0,2,3,NA,0,0,0,1,10,NA,0,0,0,3,23,0.287682072451781,1,1,2,14,111,NA,0,14,14,17,459,NA,0,0,0,2,85,chr21,32738214,32743247,-,32743247,32738214,clu_812,clu_811,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:15405764:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,Inf,0,0,0,0,0,NA,1,5,6,1,5,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,0,0,0,0,0,NA,0,3,3,0,3,-1.29928298413026,2,3,5,2,3,NA,1,24,25,2,24,NA,12,158,170,13,162,NA,0,29,29,0,29,chr21,15405764,15444023,-,15444023,15405764,clu_95,clu_94,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:15441348:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,-Inf,0,0,0,0,0,NA,0,0,0,1,5,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,3,Inf,0,0,0,2,3,NA,0,0,0,2,23,NA,0,7,7,13,166,NA,0,1,1,0,29,chr21,15441348,15444023,-,15444023,15441348,clu_95,clu_99,1,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:15400549:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,1,5,6,1,5,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,0,0,0,0,0,NA,0,3,3,0,3,Inf,2,3,5,2,3,NA,2,23,25,2,23,NA,13,159,172,13,166,NA,0,28,28,0,29,chr21,15400549,15444023,-,15444023,15400549,clu_95,clu_86,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:15441847:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,-1.38629436111989,0,0,0,0,0,NA,0,0,0,1,5,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,3,-2.56494935746154,0,0,0,2,3,NA,1,0,1,2,24,NA,1,4,5,13,162,NA,0,0,0,0,29,chr21,15441847,15444023,-,15444023,15441847,clu_95,clu_100,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:15405929:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,Inf,0,0,0,0,0,NA,0,0,0,0,5,NA,0,0,0,0,0,NA,0,0,0,0,4,NA,0,0,0,0,0,NA,0,0,0,0,6,Inf,0,0,0,1,4,NA,0,1,1,1,26,NA,0,2,2,10,193,NA,0,2,2,0,37,chr21,15405929,15444023,-,15444023,15405929,clu_95,clu_95,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33509920:33511251:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,1,1,1,2,NA,0,0,0,0,0,NA,0,1,1,0,1,-Inf,2,2,4,3,5,-Inf,0,20,20,0,32,NA,0,2,2,0,3,chr21,33509920,33511251,-,33511251,33509920,clu_922,clu_952,12,272,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33506104:33511251:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,3,3,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,7,7,2,28,Inf,0,0,0,0,0,Inf,0,0,0,0,1,NA,0,0,0,0,1,chr21,33506104,33511251,-,33511251,33506104,clu_922,clu_949,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
