chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,intron_junction,obs.wt,obs.mut,total.reads.per.junction,pvalue,three.log.odds.ratio,three.mut.cluster.cov,three.wt.cluster.cov
chr21,37069624,37072433,-,37072433,37069624,clu_1301,clu_1346,chr21:37069624:37072433:-,97,738,835,0.043329566704333,-0.649829818131868,840,104
chr21,36045764,36053582,-,36053582,36045764,clu_1197,clu_1231,chr21:36045764:36053582:-,2,11,13,0.411525884741153,-0.808907970835561,258,22
chr21,37065712,37069551,-,37069551,37065712,clu_1299,clu_1341,chr21:37065712:37069551:-,2,18,20,0.924350756492435,0.133842676673729,821,104
chr21,36058911,36060346,-,36060346,36058911,clu_1205,clu_1239,chr21:36058911:36060346:-,1,9,10,0.782632173678263,-0.242831506286429,227,20
chr21,37065712,37072433,-,37072433,37065712,clu_1301,clu_1341,chr21:37065712:37072433:-,0,5,5,0.673143268567314,Inf,840,104
chr21,36043651,36043781,-,36043781,36043651,clu_1193,clu_1225,chr21:36043651:36043781:-,0,5,5,NA,Inf,11,1
chr21,36046011,36048307,-,36048307,36046011,clu_1196,clu_1232,chr21:36046011:36048307:-,19,220,239,0.600913990860091,-0.54654370636807,240,20
chr21,36057204,36058815,-,36058815,36057204,clu_1200,clu_1237,chr21:36057204:36058815:-,22,238,260,0.63380366196338,-0.451985123743057,255,23
chr21,36058924,36060346,-,36060346,36058924,clu_1205,clu_1240,chr21:36058924:36060346:-,13,146,159,0.952660473395266,-0.0298817413703258,227,20
chr21,36043956,36045581,-,36045581,36043956,clu_1195,clu_1226,chr21:36043956:36045581:-,14,205,219,0.168818311816882,0.717839793150317,255,21
chr21,36043956,36048307,-,36048307,36043956,clu_1196,clu_1226,chr21:36043956:36048307:-,1,5,6,0.675983240167598,-0.905708622543618,240,20
chr21,37067380,37072433,-,37072433,37067380,clu_1301,clu_1345,chr21:37067380:37072433:-,0,16,16,0.19919800801992,Inf,840,104
chr21,36057477,36058815,-,36058815,36057477,clu_1200,clu_1238,chr21:36057477:36058815:-,1,17,18,0.63380366196338,0.451985123743057,255,23
chr21,36048396,36053582,-,36053582,36048396,clu_1197,clu_1234,chr21:36048396:36053582:-,20,239,259,0.756592434075659,0.229439479771025,258,22
chr21,36058973,36060281,-,36060281,36058973,clu_1203,clu_1242,chr21:36058973:36060281:-,0,5,5,NA,Inf,11,2
chr21,36045764,36048307,-,36048307,36045764,clu_1196,clu_1231,chr21:36045764:36048307:-,0,15,15,0.144658553414466,Inf,240,20
chr21,36046011,36053582,-,36053582,36046011,clu_1197,clu_1232,chr21:36046011:36053582:-,0,8,8,0.332086679133209,Inf,258,22
chr21,37072310,37072433,-,37072433,37072310,clu_1301,clu_1347,chr21:37072310:37072433:-,7,81,88,0.249247507524925,0.391248206724878,840,104
chr21,37067380,37069551,-,37069551,37067380,clu_1299,clu_1345,chr21:37067380:37069551:-,102,803,905,0.924350756492435,-0.133842676673729,821,104
chr21,36058924,36060281,-,36060281,36058924,clu_1203,clu_1240,chr21:36058924:36060281:-,2,6,8,NA,-Inf,11,2
chr21,36043969,36045581,-,36045581,36043969,clu_1195,clu_1227,chr21:36043969:36045581:-,7,50,57,0.168818311816882,-0.717839793150317,255,21
chr21,36058973,36060346,-,36060346,36058973,clu_1205,clu_1242,chr21:36058973:36060346:-,6,72,78,0.866471335286647,0.0805388624840124,227,20
