E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,1,1,0,1,chr21:32603288:32604124:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,0,0,0,0,0,Inf,0,5,5,1,8,-0.2578291093021,2,17,19,3,28,NA,0,4,4,0,7,chr21,32603288,32604124,-,32604124,32603288,clu_753,clu_762,2,29,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:32601973:32603160:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,8,9,1,8,NA,3,4,7,3,4,Inf,3,24,27,3,25,NA,0,0,0,0,0,NA,4,6,10,5,7,NA,4,12,16,4,13,NA,3,8,11,3,8,Inf,7,35,42,7,35,Inf,25,186,211,25,190,-0.137529798591218,69,813,882,71,831,Inf,3,125,128,3,126,chr21,32601973,32603160,-,32603160,32601973,clu_750,clu_756,2,40,42,NA,0.88780112198878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32601973:32602271:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,6,7,2,8,-Inf,0,2,2,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,2,26,28,4,40,-Inf,0,1,1,0,1,0.137529798591218,0,1,1,0,1,-Inf,0,1,1,0,1,chr21,32601973,32602271,-,32602271,32601973,clu_748,clu_756,88,766,854,NA,0.88780112198878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,0,chr21:32607716:32609837:-,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,3,NA,0,0,0,3,3,-Inf,0,1,1,5,21,NA,0,0,0,0,0,0.405465108108164,0,0,0,0,10,-Inf,0,1,1,3,10,NA,0,0,0,5,12,NA,0,1,1,8,55,-Inf,1,0,1,23,161,0.269400027614332,0,8,8,39,685,-Inf,0,1,1,0,122,chr21,32607716,32609837,-,32609837,32607716,clu_762,clu_766,122,1223,1345,NA,0.774782252177478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,2,5,chr21:32607716:32612104:-,NA,0,0,0,2,0,NA,0,0,0,0,2,NA,0,0,0,4,46,NA,0,0,0,24,52,NA,1,1,2,32,164,NA,0,0,0,3,3,Inf,0,0,0,9,41,Inf,0,0,0,38,120,NA,0,0,0,15,79,NA,0,3,3,48,358,Inf,0,11,11,157,1327,-0.52562244120743,1,24,25,334,5023,Inf,0,7,7,12,830,chr21,32607716,32612104,-,32612104,32607716,clu_769,clu_766,2,21,23,NA,0.751382486175138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,5,7,2,5,chr21:32607716:32609504:-,NA,2,0,2,2,0,NA,0,2,2,0,2,NA,4,46,50,4,46,NA,24,52,76,24,52,Inf,31,163,194,32,164,NA,3,3,6,3,3,-Inf,9,41,50,9,41,NA,38,120,158,38,120,NA,15,79,94,15,79,NA,48,355,403,48,358,NA,157,1316,1473,157,1327,Inf,333,4999,5332,334,5023,NA,12,823,835,12,830,chr21,32607716,32609504,-,32609504,32607716,clu_761,clu_766,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15370911:15390577:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,8,9,1,8,1.09861228866811,3,4,7,3,4,NA,3,22,25,3,22,NA,0,0,0,0,0,NA,4,6,10,4,6,NA,2,12,14,2,12,NA,3,9,12,3,9,0.619039208406224,7,31,38,7,31,NA,21,178,199,21,181,NA,67,772,839,67,775,NA,3,116,119,3,116,chr21,15370911,15390577,-,15390577,15370911,clu_70,clu_74,3,37,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,2,5,chr21:15370911:15385621:-,NA,0,0,0,2,0,NA,0,0,0,0,1,NA,0,0,0,6,43,Inf,0,0,0,23,51,NA,0,0,0,31,156,NA,0,0,0,3,3,NA,0,0,0,9,36,NA,0,0,0,37,116,NA,0,0,0,15,80,-1.09861228866811,0,1,1,47,355,NA,0,1,1,154,1298,NA,0,5,5,327,4843,NA,0,0,0,12,794,chr21,15370911,15385621,-,15385621,15370911,clu_67,clu_74,2,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,2,5,chr21:15370911:15383028:-,NA,0,0,0,2,0,NA,0,0,0,0,2,NA,0,0,0,6,45,-1.94591014905531,0,0,0,23,53,NA,0,1,1,32,163,NA,0,0,0,3,3,NA,0,0,0,9,40,NA,0,0,0,39,119,NA,0,0,0,15,79,Inf,0,0,0,48,365,NA,0,2,2,157,1329,NA,0,5,5,333,4969,NA,0,0,0,12,822,chr21,15370911,15383028,-,15383028,15370911,clu_66,clu_74,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:32269117:32270406:-,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,3,3,0,3,NA,3,3,6,3,3,Inf,5,20,25,5,21,NA,0,0,0,0,0,NA,0,10,10,0,10,Inf,3,9,12,3,10,NA,5,12,17,5,12,Inf,8,54,62,8,55,-Inf,22,161,183,23,161,Inf,39,677,716,39,685,NA,0,121,121,0,122,chr21,32269117,32270406,-,32270406,32269117,clu_677,clu_678,1,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:32269117:32269706:-,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,3,3,0,3,NA,3,3,6,3,3,-Inf,6,20,26,6,20,NA,0,0,0,0,0,NA,1,10,11,1,10,-Inf,3,9,12,3,9,NA,5,12,17,5,12,-Inf,8,55,63,8,55,Inf,22,158,180,22,159,-Inf,40,685,725,40,689,NA,0,127,127,0,127,chr21,32269117,32269706,-,32269706,32269117,clu_675,clu_678,86,1071,1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:29067071:29067551:-,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,0,1,1,0,1,-1.65976299632162,1,12,13,1,12,NA,0,1,1,0,1,NA,0,4,4,0,4,NA,7,13,20,7,14,NA,0,6,6,0,6,Inf,1,14,15,1,14,Inf,8,75,83,8,78,0.469203148914819,16,152,168,18,155,Inf,2,13,15,2,13,chr21,29067071,29067551,-,29067551,29067071,clu_516,clu_529,2,46,48,NA,0.585334146658533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29067071:29067555:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,2,8,1.65976299632162,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,2,10,12,4,40,-Inf,0,0,0,0,1,-0.469203148914819,0,0,0,0,1,-Inf,0,0,0,0,1,chr21,29067071,29067555,-,29067555,29067071,clu_517,clu_529,678,8004,8682,NA,0.585334146658533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:32603292:32604124:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,8,NA,0,0,0,3,4,NA,0,0,0,3,25,NA,0,0,0,0,0,NA,0,1,1,5,7,NA,0,1,1,4,13,NA,0,0,0,3,8,NA,0,0,0,7,35,-Inf,0,4,4,25,190,-Inf,2,14,16,71,831,NA,0,1,1,3,126,chr21,32603292,32604124,-,32604124,32603292,clu_753,clu_763,114,1159,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32603292:32604120:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,8,NA,0,0,0,3,4,NA,0,0,0,3,22,NA,0,0,0,0,0,NA,0,0,0,4,6,NA,0,0,0,2,12,NA,0,0,0,3,9,NA,0,0,0,7,31,Inf,0,3,3,21,181,Inf,0,3,3,67,775,NA,0,0,0,3,116,chr21,32603292,32604120,-,32604120,32603292,clu_752,clu_763,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,2,5,chr21:29070337:29073389:-,NA,0,0,0,2,0,NA,0,0,0,0,1,NA,0,1,1,6,43,NA,0,0,0,23,51,NA,0,0,0,31,156,NA,0,0,0,3,3,NA,0,0,0,9,36,NA,0,0,0,37,116,NA,0,0,0,15,80,Inf,0,2,2,47,355,Inf,0,2,2,154,1298,Inf,1,13,14,327,4843,NA,0,1,1,12,794,chr21,29070337,29073389,-,29073389,29070337,clu_536,clu_539,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29070337:29071951:-,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,1,1,2,2,8,NA,0,1,1,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,4,4,4,40,Inf,0,0,0,0,1,-0.130755007818374,0,0,0,0,1,Inf,0,0,0,0,1,chr21,29070337,29071951,-,29071951,29070337,clu_531,clu_539,1,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
