E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,1,0,1,1,0,chr21:28971444:28981118:-,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,0,0,0,1,Inf,0,1,1,0,1,NA,0,5,5,1,13,NA,0,0,0,0,1,NA,0,1,1,0,4,Inf,3,5,8,6,12,NA,0,1,1,0,5,-Inf,0,7,7,1,14,-0.380772495517793,3,26,29,7,71,-0.506346332961945,7,50,57,19,149,NA,1,3,4,1,13,chr21,28971444,28981118,-,28981118,28971444,clu_375,clu_389,21,283,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28971444:28972215:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,1,0,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,1,0,NA,0,1,1,0,2,Inf,0,1,1,0,4,-0.22314355131421,0,1,1,1,9,Inf,0,6,6,0,19,NA,0,0,0,0,1,chr21,28971444,28972215,-,28972215,28971444,clu_374,clu_389,3,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,4,7,3,4,chr21:28971444:28982315:-,NA,1,0,1,1,0,NA,0,3,3,0,3,NA,5,46,51,5,46,NA,22,49,71,22,49,NA,31,161,192,31,161,NA,1,2,3,1,2,NA,9,41,50,9,41,NA,33,117,150,33,117,NA,15,75,90,15,75,NA,43,324,367,43,324,Inf,144,1269,1413,144,1269,-0.810930216216329,322,4709,5031,322,4714,NA,13,774,787,13,774,chr21,28971444,28982315,-,28982315,28971444,clu_377,clu_389,1,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28967179:28967601:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,3,4,1,3,NA,0,3,3,0,3,NA,0,5,5,1,5,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,2,7,9,2,7,Inf,1,8,9,1,8,NA,1,21,22,1,22,Inf,8,51,59,8,52,Inf,13,206,219,14,210,NA,1,29,30,1,30,chr21,28967179,28967601,-,28967601,28967179,clu_367,clu_383,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28967179:28969465:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,0,1,1,1,1,NA,0,5,5,0,6,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,2,4,6,3,4,-Inf,0,5,5,0,7,-Inf,1,16,17,1,20,-Inf,6,41,47,7,51,-Inf,11,179,190,12,206,NA,0,25,25,0,25,chr21,28967179,28969465,-,28969465,28967179,clu_368,clu_383,28,303,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28967179:28970551:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,1,1,2,1,1,NA,1,5,6,1,5,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,3,5,8,3,5,NA,1,5,6,1,6,Inf,1,19,20,1,21,Inf,8,48,56,8,52,Inf,12,187,199,12,194,NA,0,25,25,0,26,chr21,28967179,28970551,-,28970551,28967179,clu_370,clu_383,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28986237:28986731:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,1,Inf,0,1,1,0,7,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,2,2,1,8,NA,0,0,0,1,4,Inf,0,7,7,2,19,-1.44691898293633,1,2,3,3,38,-1.89711998488588,0,12,12,6,118,-Inf,0,1,1,0,18,chr21,28986237,28986731,-,28986731,28986237,clu_386,clu_399,5,18,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,3,4,chr21:28986237:28986730:-,NA,0,0,0,1,0,NA,0,0,0,0,3,-Inf,0,0,0,5,46,NA,0,0,0,22,49,-Inf,0,0,0,31,161,NA,0,0,0,1,2,NA,0,0,0,9,41,-Inf,0,0,0,33,117,-Inf,0,0,0,15,75,-Inf,0,0,0,43,324,0.0909717782057266,0,0,0,144,1269,1.03407376753054,0,5,5,322,4714,Inf,0,0,0,13,774,chr21,28986237,28986730,-,28986730,28986237,clu_385,clu_399,21,278,299,NA,0.230927690723093,NA,NA,NA,0.00915990840091596,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,0,chr21:28986237:28986726:-,NA,0,0,0,0,0,NA,0,0,0,1,0,Inf,0,1,1,0,1,NA,0,0,0,0,1,Inf,1,8,9,1,13,NA,0,1,1,0,1,NA,0,3,3,0,4,Inf,3,7,10,6,12,Inf,0,4,4,0,5,Inf,1,7,8,1,14,Inf,4,45,49,7,71,-0.120912928665311,12,99,111,19,149,Inf,0,10,10,1,13,chr21,28986237,28986726,-,28986726,28986237,clu_384,clu_399,2,47,49,NA,0.901670983290167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:14512573:14521149:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,0,0,0,1,1,Inf,0,0,0,0,6,NA,0,0,0,0,0,NA,0,0,0,0,2,-0.336472236621213,0,2,2,3,5,NA,1,0,1,1,6,Inf,0,0,0,1,20,-0.260883879297057,1,1,2,8,50,-0.144100343973757,1,3,4,12,190,-Inf,0,1,1,0,24,chr21,14512573,14521149,-,14521149,14512573,clu_43,clu_49,16,99,115,NA,NA,NA,NA,NA,0.592884071159288,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:14512573:14516891:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,-Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0.336472236621213,0,0,0,0,0,NA,0,1,1,1,1,-Inf,0,0,0,0,0,0.260883879297057,0,1,1,0,4,0.144100343973757,1,7,8,1,18,Inf,0,0,0,0,1,chr21,14512573,14516891,-,14516891,14512573,clu_40,clu_49,21,185,206,NA,NA,NA,NA,NA,0.593044069559304,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28972258:28982315:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,1,0,1,1,1,NA,0,0,0,0,6,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,1,0,1,3,4,NA,0,1,1,0,7,NA,0,3,3,1,20,Inf,1,6,7,7,51,NA,0,13,13,12,206,NA,0,0,0,0,25,chr21,28972258,28982315,-,28982315,28972258,clu_377,clu_392,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1,1,0,chr21:28972258:28981118:-,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,1,9,10,1,9,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,5,8,13,5,9,NA,0,5,5,0,5,NA,1,10,11,1,10,-Inf,8,60,68,8,62,NA,14,131,145,14,133,NA,1,12,13,1,12,chr21,28972258,28981118,-,28981118,28972258,clu_375,clu_392,4,26,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,3,4,chr21:29062243:29062327:-,NA,0,0,0,1,0,NA,0,0,0,0,2,NA,0,0,0,5,44,NA,1,0,1,22,48,NA,0,0,0,31,158,NA,0,0,0,1,2,NA,0,0,0,9,39,NA,0,1,1,31,119,NA,0,0,0,14,74,NA,1,1,2,44,332,NA,0,3,3,149,1265,-Inf,0,9,9,320,4712,NA,0,1,1,13,767,chr21,29062243,29062327,-,29062327,29062243,clu_482,clu_504,642,7574,8216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,5,7,2,5,chr21:29062243:29062489:-,NA,2,0,2,2,0,NA,0,2,2,0,2,NA,4,45,49,5,45,NA,24,51,75,24,51,NA,32,166,198,32,167,NA,3,2,5,3,2,NA,9,43,52,9,43,NA,39,122,161,39,123,NA,16,80,96,16,80,NA,48,366,414,48,370,NA,154,1333,1487,155,1340,Inf,337,5055,5392,339,5070,NA,12,833,845,12,837,chr21,29062243,29062489,-,29062489,29062243,clu_486,clu_504,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28986934:28992763:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,0,0,0,1,1,Inf,0,1,1,0,6,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,3,4,NA,0,0,0,0,7,-Inf,0,0,0,1,20,-Inf,0,3,3,7,51,1.37663245020815,1,8,9,12,206,-Inf,0,0,0,0,25,chr21,28986934,28992763,-,28992763,28986934,clu_396,clu_400,27,336,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:28986934:28992478:-,NA,1,0,1,1,0,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,1,1,2,1,1,-Inf,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,1,5,NA,1,1,2,1,1,Inf,0,8,8,0,11,Inf,0,23,23,3,33,-1.37663245020815,7,124,131,10,167,Inf,1,32,33,1,40,chr21,28986934,28992478,-,28992478,28986934,clu_392,clu_400,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29008621:29009594:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,1,NA,0,0,0,0,7,NA,0,0,0,0,0,NA,0,0,0,0,1,Inf,0,0,0,1,8,NA,0,0,0,1,4,Inf,0,0,0,2,19,-2.19722457733622,0,1,1,3,38,Inf,0,5,5,6,118,NA,0,0,0,0,18,chr21,29008621,29009594,-,29009594,29008621,clu_406,clu_409,1,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29008621:29009626:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3,3,0,7,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,2,1,9,NA,0,0,0,1,4,NA,1,3,4,2,16,Inf,2,3,5,3,31,Inf,2,16,18,6,99,NA,0,1,1,0,18,chr21,29008621,29009626,-,29009626,29008621,clu_407,clu_409,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29008621:29019210:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,3,NA,0,0,0,0,3,NA,1,0,1,1,5,NA,0,0,0,0,0,NA,0,0,0,0,3,-Inf,0,0,0,2,7,NA,0,0,0,1,8,-Inf,0,1,1,1,22,1.76358859226136,0,1,1,8,52,-Inf,1,4,5,14,210,NA,0,1,1,1,30,chr21,29008621,29019210,-,29019210,29008621,clu_410,clu_409,12,184,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28970742:28982315:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,-Inf,1,0,1,1,1,NA,0,0,0,0,0,-1.94591014905531,0,3,3,0,4,-1.73460105538811,0,11,11,1,18,NA,0,1,1,0,1,chr21,28970742,28982315,-,28982315,28970742,clu_377,clu_388,3,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28970742:28971270:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,1,2,3,1,3,NA,0,3,3,0,3,NA,1,3,4,1,6,NA,0,0,0,0,0,NA,0,2,2,0,3,-Inf,3,5,8,3,6,Inf,1,7,8,1,8,NA,1,17,18,1,23,1.94591014905531,6,46,52,7,53,1.73460105538811,8,171,179,13,209,NA,0,22,22,1,28,chr21,28970742,28971270,-,28971270,28970742,clu_371,clu_388,24,302,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28932664:28935104:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,0,0,0,0,0,NA,0,4,4,0,7,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,8,8,1,9,Inf,1,4,5,1,4,NA,1,13,14,2,16,NA,1,28,29,3,31,-Inf,4,83,87,6,99,NA,0,17,17,0,18,chr21,28932664,28935104,-,28935104,28932664,clu_341,clu_358,1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:28932664:28935108:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,-Inf,0,1,1,0,2,NA,0,3,3,0,4,NA,1,8,9,1,9,Inf,0,13,13,0,19,NA,0,1,1,0,1,chr21,28932664,28935108,-,28935108,28932664,clu_342,clu_358,1,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29062556:29064967:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,4,-Inf,0,0,0,1,1,NA,0,0,0,1,5,NA,0,0,0,0,0,NA,0,0,0,0,3,Inf,0,0,0,3,5,NA,0,0,0,1,6,-2.0409182596835,0,2,2,1,21,Inf,0,3,3,8,52,Inf,0,5,5,12,194,Inf,0,0,0,0,26,chr21,29062556,29064967,-,29064967,29062556,clu_499,clu_511,2,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29062556:29063351:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,1,1,1,3,Inf,0,0,0,0,3,NA,0,2,2,1,6,NA,0,0,0,0,0,NA,0,0,0,0,3,-Inf,0,1,1,3,6,NA,0,1,1,1,8,2.0409182596835,0,4,4,1,23,-Inf,0,5,5,7,53,-Inf,2,29,31,13,209,-Inf,0,4,4,1,28,chr21,29062556,29063351,-,29063351,29062556,clu_487,clu_511,641,7551,8192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29066777:29066890:-,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,1,1,0,1,NA,0,1,1,0,1,-Inf,0,4,4,0,4,NA,0,0,0,0,0,NA,0,1,1,0,1,-Inf,0,7,7,0,8,NA,0,0,0,0,0,-Inf,2,11,13,2,13,0.212324568709766,2,28,30,3,35,0.693147180559945,5,74,79,5,90,-Inf,0,10,10,0,11,chr21,29066777,29066890,-,29066890,29066777,clu_507,clu_526,682,8103,8785,NA,0.490255097449026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,4,7,3,4,chr21:29066777:29067555:-,NA,1,0,1,1,0,NA,0,2,2,0,2,-Inf,5,44,49,5,44,NA,21,48,69,22,48,Inf,31,158,189,31,158,NA,1,2,3,1,2,NA,9,39,48,9,39,Inf,31,118,149,31,119,NA,14,74,88,14,74,Inf,43,331,374,44,332,-0.212324568709766,149,1262,1411,149,1265,-0.693147180559945,320,4703,5023,320,4712,Inf,13,766,779,13,767,chr21,29066777,29067555,-,29067555,29066777,clu_517,clu_526,4,32,36,NA,0.490255097449026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:28878333:28879869:-,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,1,1,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,3,4,1,5,NA,0,0,0,1,1,NA,0,3,3,0,11,Inf,3,10,13,3,33,0.211783589524271,3,43,46,10,167,-Inf,0,8,8,1,40,chr21,28878333,28879869,-,28879869,28878333,clu_334,clu_349,11,195,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
