E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:15390618:15394472:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,1,7,8,1,8,NA,0,1,1,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,1.95427839872583,1,30,31,5,47,NA,0,1,1,0,1,NA,0,2,2,0,2,NA,0,1,1,0,1,chr21,15390618,15394472,-,15394472,15390618,clu_72,clu_79,2,42,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15390618:15393970:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,Inf,0,0,0,0,2,NA,0,0,0,2,17,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,2,3,NA,0,0,0,1,9,Inf,0,0,0,3,22,NA,0,1,1,12,111,NA,0,5,5,17,447,NA,0,0,0,2,84,chr21,15390618,15393970,-,15393970,15390618,clu_71,clu_79,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15390618:15394999:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,2,1,2,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-2.24374459297111,1,6,7,1,10,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,chr21,15390618,15394999,-,15394999,15390618,clu_73,clu_79,4,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33539356:33542547:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,2,2,0,2,NA,2,17,19,2,17,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,2,3,5,2,3,NA,1,9,10,1,9,NA,3,22,25,3,22,Inf,12,110,122,12,111,Inf,17,442,459,17,447,NA,2,84,86,2,84,chr21,33539356,33542547,-,33542547,33539356,clu_964,clu_995,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33539356:33542064:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,3,5,8,3,5,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,6,35,41,6,42,-Inf,0,0,0,0,0,-Inf,0,3,3,0,3,NA,0,1,1,0,1,chr21,33539356,33542064,-,33542064,33539356,clu_963,clu_995,39,694,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:15405929:15441225:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,-Inf,0,2,2,0,2,NA,2,15,17,2,15,NA,0,0,0,0,0,NA,0,3,3,0,4,NA,1,2,3,1,2,NA,1,10,11,1,10,-Inf,4,22,26,4,22,NA,15,110,125,16,112,NA,22,422,444,22,429,NA,0,77,77,0,77,chr21,15405929,15441225,-,15441225,15405929,clu_91,clu_95,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,1,1,chr21:15405929:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,3,Inf,0,0,0,0,2,NA,0,0,0,3,19,NA,0,0,0,0,1,NA,0,0,0,0,6,NA,0,0,0,2,5,NA,0,1,1,1,12,Inf,0,1,1,4,34,NA,1,0,1,19,135,NA,0,3,3,24,580,NA,0,1,1,1,107,chr21,15405929,15444023,-,15444023,15405929,clu_95,clu_95,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15400549:15401987:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,2,5,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,1,6,7,2,21,NA,0,0,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,1,chr21,15400549,15401987,-,15401987,15400549,clu_77,clu_86,9,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15400549:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,3,1,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,9,9,1,10,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,chr21,15400549,15444023,-,15444023,15400549,clu_95,clu_86,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33528937:33530758:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,2,5,NA,0,1,1,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,5,5,2,21,1.29928298413026,0,0,0,0,1,-Inf,0,0,0,0,1,NA,0,1,1,0,1,chr21,33528937,33530758,-,33530758,33528937,clu_942,clu_981,45,666,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33528937:33531488:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,8,NA,0,1,1,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,3,3,5,47,-1.29928298413026,0,0,0,0,1,Inf,0,0,0,0,2,NA,0,0,0,0,1,chr21,33528937,33531488,-,33531488,33528937,clu_943,clu_981,1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,2,1,1,chr21:33535320:33542064:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,0,2,2,0,2,NA,3,19,22,3,19,NA,0,1,1,0,1,NA,0,6,6,0,6,NA,2,5,7,2,5,Inf,1,11,12,1,12,Inf,4,33,37,4,34,-Inf,18,135,153,19,135,Inf,24,577,601,24,580,Inf,1,106,107,1,107,chr21,33535320,33542064,-,33542064,33535320,clu_963,clu_992,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33535320:33539170:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,1,-Inf,0,0,0,0,0,-Inf,0,1,1,0,2,Inf,1,3,4,1,8,-Inf,0,19,19,0,25,-Inf,0,2,2,0,4,chr21,33535320,33539170,-,33539170,33535320,clu_958,clu_992,54,899,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15405764:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,1,3,2,1,NA,0,0,0,0,0,-0.916290731874155,0,1,1,0,2,NA,0,1,1,0,5,NA,0,10,10,0,29,NA,0,0,0,0,5,chr21,15405764,15444023,-,15444023,15405764,clu_95,clu_94,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15405764:15441225:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,1,1,2,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,4,4,2,20,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,1,chr21,15405764,15441225,-,15441225,15405764,clu_91,clu_94,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15405764:15405879:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,1,3,2,1,1.38629436111989,0,1,1,0,1,NA,1,4,5,1,4,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,2,2,4,2,2,NA,0,1,1,0,1,-0.0953101798043249,0,4,4,0,5,NA,2,13,15,2,13,NA,2,59,61,3,62,NA,0,7,7,0,7,chr21,15405764,15405879,-,15405879,15405764,clu_87,clu_94,2,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15441348:15444023:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,1,4,5,2,5,NA,0,2,2,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,10,11,2,21,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,0,0,0,0,1,chr21,15441348,15444023,-,15444023,15441348,clu_95,clu_99,1,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15441348:15441777:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,1,1,0,1,NA,0,0,0,0,0,-Inf,0,0,0,0,1,NA,1,1,2,2,2,NA,0,15,15,0,21,NA,0,4,4,0,5,chr21,15441348,15441777,-,15441777,15441348,clu_92,clu_99,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32726917:32727836:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,2,1,NA,0,0,0,0,0,NA,0,1,1,0,2,-Inf,0,4,4,0,5,NA,0,19,19,0,29,NA,0,5,5,0,5,chr21,32726917,32727836,-,32727836,32726917,clu_806,clu_807,1,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32726917:32727945:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,0,1,Inf,0,1,1,1,13,NA,0,2,2,3,104,NA,0,2,2,0,22,chr21,32726917,32727945,-,32727945,32726917,clu_807,clu_807,1,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32695282:32701960:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,8,NA,0,1,1,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,4,14,18,5,47,NA,0,0,0,0,1,NA,0,0,0,0,2,NA,0,0,0,0,1,chr21,32695282,32701960,-,32701960,32695282,clu_801,clu_801,2,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32695282:32699837:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,3,5,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,7,7,6,42,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,0,1,chr21,32695282,32699837,-,32699837,32695282,clu_800,clu_801,0,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15402234:15403678:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,2,1,3,3,1,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,1,2,1,10,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,chr21,15402234,15403678,-,15403678,15402234,clu_79,clu_87,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:15402234:15405236:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,1,NA,0,0,0,0,0,-Inf,0,1,1,0,2,NA,0,5,5,1,8,NA,0,6,6,0,25,NA,0,2,2,0,4,chr21,15402234,15405236,-,15405236,15402234,clu_82,clu_87,4,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33468926:33479837:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,1,NA,0,0,0,0,1,NA,0,0,0,1,4,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,2,2,NA,0,0,0,0,1,NA,0,1,1,0,5,NA,0,0,0,2,13,2.28577797467766,1,3,4,3,62,NA,0,0,0,0,7,chr21,33468926,33479837,-,33479837,33468926,clu_916,clu_936,9,93,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33468926:33474661:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,2,4,2,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,16,18,2,20,NA,0,0,0,0,0,-2.28577797467766,0,1,1,0,1,NA,0,1,1,0,1,chr21,33468926,33474661,-,33474661,33468926,clu_914,clu_936,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:32751218:32755229:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,1,1,0,1,0,1,1,2,2,2,NA,0,6,6,0,21,NA,0,1,1,0,5,chr21,32751218,32755229,-,32755229,32751218,clu_824,clu_825,2,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:32751218:32755212:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,2,NA,0,0,0,2,15,NA,0,0,0,0,0,NA,0,1,1,0,4,NA,0,0,0,1,2,NA,0,0,0,1,10,NA,0,0,0,4,22,0,1,2,3,16,112,NA,0,7,7,22,429,NA,0,0,0,0,77,chr21,32751218,32755212,-,32755212,32751218,clu_823,clu_825,1,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33506104:33511251:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,2,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,4,4,1,10,Inf,0,0,0,0,1,Inf,0,0,0,0,0,NA,0,0,0,0,0,chr21,33506104,33511251,-,33511251,33506104,clu_922,clu_949,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
