E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:33595836:33599149:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,3,5,NA,0,0,0,2,7,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,16,NA,0,0,0,2,6,NA,0,0,0,6,29,NA,0,0,0,13,70,Inf,0,3,3,16,234,-2.70805020110221,1,1,2,3,31,chr21,33595836,33599149,-,33599149,33595836,clu_1045,clu_1060,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33595836:33597279:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,1,NA,1,1,2,1,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,2,2,0,2,NA,1,3,4,1,4,NA,0,1,1,0,2,-Inf,1,9,10,4,14,2.70805020110221,1,1,2,1,1,chr21,33595836,33597279,-,33597279,33595836,clu_1044,clu_1060,46,396,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,3,5,chr21:33595612:33595728:-,NA,0,0,0,0,0,NA,0,0,0,4,2,NA,0,0,0,8,44,Inf,0,0,0,14,45,NA,0,1,1,27,123,NA,0,0,0,1,2,NA,0,0,0,9,56,NA,0,2,2,76,191,NA,0,0,0,18,76,-Inf,0,0,0,36,308,NA,0,1,1,124,884,1.68639895357023,0,5,5,331,3875,NA,0,0,0,17,637,chr21,33595612,33595728,-,33595728,33595612,clu_1031,clu_1059,4,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33595612:33595726:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,-Inf,0,1,1,1,4,NA,0,0,0,1,6,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,2,14,NA,0,0,0,2,3,Inf,0,0,0,5,21,NA,0,1,1,11,61,-1.68639895357023,1,6,7,11,203,NA,0,0,0,2,28,chr21,33595612,33595726,-,33595726,33595612,clu_1029,clu_1059,4,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33912399:33915727:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,2,Inf,0,0,0,0,2,Inf,1,4,5,1,9,NA,0,0,0,1,1,chr21,33912399,33915727,-,33915727,33912399,clu_1105,clu_1135,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33912399:33914449:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,4,NA,0,0,0,3,6,-Inf,0,0,0,3,11,NA,0,0,0,0,0,NA,0,0,0,1,2,-Inf,0,0,0,2,24,NA,0,0,0,1,6,NA,0,0,0,6,38,-Inf,0,0,0,13,94,-Inf,0,6,6,23,306,NA,0,0,0,4,49,chr21,33912399,33914449,-,33914449,33912399,clu_1099,clu_1135,668,6239,6907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4,5,9,4,5,chr21:33591211:33595734:-,NA,0,0,0,0,0,NA,4,2,6,4,2,NA,8,42,50,8,44,Inf,14,48,62,14,49,NA,27,125,152,27,126,NA,1,2,3,1,2,NA,8,57,65,9,58,Inf,80,198,278,81,202,NA,16,81,97,17,81,NA,36,313,349,36,319,Inf,127,906,1033,127,913,-1.18885916651589,329,3970,4299,335,4015,NA,18,652,670,18,654,chr21,33591211,33595734,-,33595734,33591211,clu_1037,clu_1052,1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33591211:33595731:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,2,4,NA,0,0,0,3,5,NA,0,0,0,3,11,NA,0,0,0,0,0,NA,0,0,0,1,2,Inf,1,0,1,2,26,NA,0,0,0,2,8,Inf,1,0,1,8,40,-0.659245628884264,0,0,0,13,100,Inf,1,3,4,24,331,-2.56494935746154,0,1,1,4,49,chr21,33591211,33595731,-,33595731,33591211,clu_1034,clu_1052,2,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,5,8,3,5,chr21:33591211:33595730:-,NA,0,0,0,0,0,NA,4,2,6,4,2,NA,8,41,49,8,41,-Inf,13,42,55,13,42,NA,25,119,144,25,119,NA,1,2,3,1,2,NA,8,50,58,8,50,-Inf,70,175,245,70,175,NA,18,74,92,18,74,-Inf,33,305,338,33,305,0.354171813720614,115,823,938,115,823,0.225806668733694,312,3651,3963,312,3659,2.56494935746154,15,608,623,15,608,chr21,33591211,33595730,-,33595730,33591211,clu_1033,clu_1052,32,314,346,NA,0.836071639283607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4,5,9,4,5,chr21:33589805:33595558:-,NA,0,0,0,0,0,NA,4,2,6,4,2,NA,7,42,49,7,42,NA,14,45,59,14,45,NA,27,123,150,27,124,NA,1,2,3,1,2,NA,8,56,64,8,56,NA,77,189,266,77,189,NA,17,77,94,17,77,NA,35,308,343,35,308,NA,125,889,1014,125,889,-Inf,330,3878,4208,330,3882,NA,17,639,656,17,639,chr21,33589805,33595558,-,33595558,33589805,clu_1022,clu_1048,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33589805:33591161:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,1,1,0,2,NA,0,3,3,0,3,Inf,0,6,6,1,10,NA,0,4,4,0,4,chr21,33589805,33591161,-,33591161,33589805,clu_1019,clu_1048,1,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33631557:33641178:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,2,4,NA,1,0,1,3,6,NA,0,0,0,3,11,NA,0,0,0,0,0,NA,0,0,0,1,2,NA,0,1,1,2,24,NA,0,0,0,1,6,NA,0,2,2,6,38,NA,1,4,5,13,94,Inf,0,9,9,23,306,NA,0,2,2,4,49,chr21,33631557,33641178,-,33641178,33631557,clu_1059,clu_1085,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,4,5,chr21:33631557:33633645:-,NA,0,0,0,0,0,NA,0,0,0,4,2,Inf,0,0,0,8,44,-Inf,0,0,0,14,49,NA,0,0,0,27,126,NA,0,0,0,1,2,NA,0,0,0,9,58,Inf,0,0,0,81,202,NA,0,0,0,17,81,Inf,0,1,1,36,319,-0.628608659422374,0,0,0,127,913,Inf,1,2,3,335,4015,Inf,0,1,1,18,654,chr21,33631557,33633645,-,33633645,33631557,clu_1058,clu_1085,2,19,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,5,8,3,5,chr21:33631557:33641680:-,NA,0,0,0,0,0,NA,4,2,6,4,2,-Inf,8,44,52,8,44,Inf,14,45,59,14,45,NA,27,122,149,27,123,NA,1,2,3,1,2,NA,9,56,65,9,56,-Inf,76,189,265,76,191,NA,18,76,94,18,76,-Inf,36,308,344,36,308,0.628608659422374,124,883,1007,124,884,-Inf,331,3870,4201,331,3875,-Inf,17,637,654,17,637,chr21,33631557,33641680,-,33641680,33631557,clu_1060,clu_1085,56,515,571,NA,0.42029579704203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33904021:33907340:-,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,2,3,5,2,4,-Inf,2,6,8,3,6,-Inf,3,11,14,3,11,NA,0,0,0,0,0,1.96360972615471,1,2,3,1,2,-0.480053965099237,2,23,25,2,24,Inf,1,6,7,1,6,-Inf,6,36,42,6,38,-Inf,12,90,102,13,94,0.475560602373599,23,291,314,23,306,-Inf,4,47,51,4,49,chr21,33904021,33907340,-,33907340,33904021,clu_1089,clu_1121,672,6401,7073,NA,0.497765022349776,0.201267987320127,NA,NA,0.423475765242348,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33904021:33909081:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,2,4,6,2,4,NA,3,5,8,3,5,NA,3,11,14,3,11,NA,0,0,0,0,0,NA,1,2,3,1,2,NA,1,26,27,2,26,NA,2,8,10,2,8,Inf,7,40,47,8,40,NA,13,100,113,13,100,-1.79300619673027,23,328,351,24,331,Inf,4,48,52,4,49,chr21,33904021,33909081,-,33909081,33904021,clu_1094,clu_1121,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33904021:33912288:-,NA,0,0,0,0,1,NA,0,0,0,0,0,Inf,0,0,0,2,4,Inf,0,0,0,3,6,Inf,0,0,0,3,11,NA,0,0,0,0,0,-1.96360972615471,0,0,0,1,2,Inf,0,0,0,1,26,-Inf,0,1,1,1,8,Inf,1,0,1,7,40,Inf,0,0,0,13,99,-0.0564051181357769,0,4,4,23,327,Inf,0,0,0,4,48,chr21,33904021,33912288,-,33912288,33904021,clu_1097,clu_1121,5,49,54,NA,0.953540464595354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33904021:33906448:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,1,NA,0,0,0,1,1,NA,0,0,0,0,0,NA,0,0,0,0,0,-0.921278273385194,0,0,0,0,1,NA,0,0,0,0,2,Inf,0,1,1,1,4,Inf,0,1,1,0,2,-0.983328629469046,3,5,8,4,14,NA,0,0,0,1,1,chr21,33904021,33906448,-,33906448,33904021,clu_1086,clu_1121,3,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33622068:33631485:-,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,2,4,6,2,4,NA,3,6,9,3,6,NA,3,11,14,3,11,NA,0,0,0,0,0,NA,1,2,3,1,2,-Inf,1,26,27,1,26,NA,1,7,8,1,8,-Inf,6,40,46,7,40,NA,13,99,112,13,99,-1.55890710378688,23,323,346,23,327,Inf,4,48,52,4,48,chr21,33622068,33631485,-,33631485,33622068,clu_1057,clu_1081,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,3,5,chr21:33622068:33624682:-,NA,0,0,0,0,0,NA,0,0,0,4,2,NA,0,0,0,8,41,NA,0,0,0,13,42,NA,0,0,0,25,119,NA,0,0,0,1,2,NA,0,0,0,8,50,Inf,0,0,0,70,175,NA,0,0,0,18,74,Inf,0,0,0,33,305,NA,0,0,0,115,823,1.55890710378688,0,8,8,312,3659,-Inf,0,0,0,15,608,chr21,33622068,33624682,-,33624682,33622068,clu_1056,clu_1081,59,573,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,4,5,chr21:33914500:33915727:-,NA,0,0,0,0,0,NA,0,0,0,4,2,NA,0,2,2,8,44,NA,0,1,1,14,49,NA,0,1,1,27,126,NA,0,0,0,1,2,NA,1,1,2,9,58,NA,0,3,3,81,202,NA,1,0,1,17,81,NA,0,2,2,36,319,NA,0,4,4,127,913,-Inf,3,34,37,335,4015,NA,0,1,1,18,654,chr21,33914500,33915727,-,33915727,33914500,clu_1105,clu_1138,625,5897,6522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33914500:33915651:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,1,4,5,1,4,NA,1,6,7,1,6,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,16,18,2,16,NA,2,4,6,2,4,NA,6,23,29,6,23,NA,13,64,77,14,66,Inf,12,220,232,12,222,NA,1,28,29,1,28,chr21,33914500,33915651,-,33915651,33914500,clu_1102,clu_1138,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33909211:33912288:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,1,4,-Inf,0,0,0,1,6,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,2,14,NA,0,0,0,2,3,NA,0,2,2,5,21,NA,1,3,4,11,61,-Inf,0,9,9,11,203,NA,1,2,3,2,28,chr21,33909211,33912288,-,33912288,33909211,clu_1097,clu_1132,666,6255,6921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,4,5,chr21:33909211:33914449:-,NA,0,0,0,0,0,NA,0,0,0,4,2,NA,0,0,0,7,42,NA,0,0,0,14,45,Inf,0,1,1,27,124,NA,0,0,0,1,2,NA,0,0,0,8,56,NA,0,0,0,77,189,NA,0,0,0,17,77,NA,0,0,0,35,308,NA,0,0,0,125,889,Inf,0,4,4,330,3882,NA,0,0,0,17,639,chr21,33909211,33914449,-,33914449,33909211,clu_1099,clu_1132,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33582055:33582164:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,1,4,NA,0,0,0,1,6,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,16,NA,0,0,0,2,4,NA,0,0,0,6,23,NA,1,2,3,14,66,Inf,0,2,2,12,222,NA,0,0,0,1,28,chr21,33582055,33582164,-,33582164,33582055,clu_1012,clu_1041,1,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:33582055:33584589:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,1,1,0,2,NA,0,0,0,0,3,-Inf,1,4,5,1,10,NA,0,0,0,0,4,chr21,33582055,33584589,-,33584589,33582055,clu_1014,clu_1041,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,4,5,chr21:33624760:33641680:-,NA,0,0,0,0,0,NA,0,0,0,4,2,NA,0,0,0,8,44,NA,0,0,0,14,49,NA,0,0,0,27,126,NA,0,0,0,1,2,NA,0,0,0,9,58,NA,1,1,2,81,202,Inf,0,0,0,17,81,-Inf,0,3,3,36,319,NA,0,3,3,127,913,Inf,2,9,11,335,4015,NA,0,0,0,18,654,chr21,33624760,33641680,-,33641680,33624760,clu_1060,clu_1082,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4,5,9,4,5,chr21:33624760:33631485:-,NA,0,0,0,0,0,NA,4,2,6,4,2,NA,7,42,49,8,42,NA,14,47,61,14,48,NA,28,124,152,28,125,NA,1,2,3,1,2,NA,8,57,65,8,57,NA,80,193,273,81,199,-Inf,17,79,96,17,81,Inf,35,309,344,36,313,NA,126,907,1033,127,912,-Inf,330,3941,4271,330,3970,NA,18,650,668,18,652,chr21,33624760,33631485,-,33631485,33624760,clu_1057,clu_1082,57,567,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,4,5,chr21:33589921:33591161:-,NA,0,0,0,0,0,NA,0,0,0,4,2,NA,1,0,1,8,42,NA,0,1,1,14,48,NA,0,1,1,28,125,NA,0,0,0,1,2,NA,0,0,0,8,57,NA,1,6,7,81,199,NA,0,2,2,17,81,NA,1,4,5,36,313,0.90078654533819,1,5,6,127,912,-Inf,0,29,29,330,3970,NA,0,2,2,18,652,chr21,33589921,33591161,-,33591161,33589921,clu_1019,clu_1049,38,366,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
