E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:36332950:36333645:+,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,1,7,NA,0,0,0,0,0,NA,0,0,0,2,1,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,1,1,2,3,18,NA,0,0,0,0,1,Inf,0,0,0,2,16,Inf,0,1,1,4,38,Inf,0,8,8,19,228,NA,0,1,1,1,45,chr21,36332950,36333645,+,36332950,36333645,clu_1225,clu_1261,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36329989:36333645:+,NA,1,0,1,1,0,NA,0,0,0,0,0,NA,2,7,9,2,7,NA,0,0,0,0,0,NA,2,1,3,2,1,NA,0,1,1,0,1,NA,0,2,2,0,2,NA,2,19,21,2,20,NA,0,2,2,0,2,NA,2,18,20,2,18,NA,5,41,46,5,42,-1.83961549040569,19,245,264,19,248,Inf,1,49,50,1,51,chr21,36329989,36333645,+,36329989,36333645,clu_1222,clu_1261,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36386262:36391550:+,NA,1,0,1,1,0,NA,0,0,0,0,0,NA,0,2,2,0,3,NA,0,1,1,0,1,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,4,4,0,4,NA,0,0,0,0,0,NA,0,7,7,0,9,Inf,2,8,10,2,13,Inf,4,86,90,4,91,NA,1,11,12,1,14,chr21,36386262,36391550,+,36386262,36391550,clu_1250,clu_1296,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36387730:36391550:+,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,2,7,NA,0,0,0,0,0,NA,0,0,0,2,1,NA,0,0,0,0,1,NA,0,0,0,0,2,NA,0,1,1,2,20,NA,0,0,0,0,2,NA,0,0,0,2,18,-Inf,0,1,1,5,42,-Inf,0,3,3,19,248,NA,0,2,2,1,51,chr21,36387730,36391550,+,36387730,36391550,clu_1252,clu_1296,13,105,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36333718:36336873:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,1,2,3,1,2,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,NA,1,2,3,1,2,NA,1,6,7,1,6,-Inf,1,19,20,1,20,-Inf,9,65,74,9,69,-Inf,0,10,10,0,10,chr21,36333718,36336873,+,36333718,36336873,clu_1226,clu_1262,34,385,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36320303:36336873:+,NA,1,1,2,1,1,NA,0,1,1,0,1,NA,1,13,14,1,14,NA,2,3,5,2,3,NA,3,30,33,3,32,NA,1,1,2,1,1,NA,4,9,13,4,10,Inf,10,33,43,12,36,NA,2,15,17,2,16,NA,2,48,50,2,50,Inf,31,210,241,32,221,Inf,82,983,1065,84,1027,Inf,5,144,149,5,147,chr21,36320303,36336873,+,36320303,36336873,clu_1218,clu_1262,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36057204:36057383:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,4,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,2,4,NA,0,0,0,0,4,NA,0,0,0,1,18,Inf,0,1,1,4,26,0.169076330043934,1,12,13,16,164,NA,0,4,4,0,30,chr21,36057204,36057383,-,36057383,36057204,clu_1199,clu_1237,1,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36057204:36058815:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,1,-Inf,1,2,3,1,5,-0.169076330043934,1,8,9,1,14,NA,0,1,1,0,3,chr21,36057204,36058815,-,36058815,36057204,clu_1200,clu_1237,22,238,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,2,1,chr21:36045764:36053582:-,NA,0,0,0,0,1,NA,0,0,0,3,1,NA,0,0,0,1,12,NA,0,0,0,4,16,NA,0,0,0,5,41,NA,0,0,0,0,0,NA,0,0,0,5,12,NA,0,0,0,14,25,NA,0,1,1,6,12,NA,0,2,2,16,57,-Inf,0,1,1,18,166,-Inf,2,13,15,28,431,NA,0,1,1,2,56,chr21,36045764,36053582,-,36053582,36045764,clu_1197,clu_1231,2,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,2,1,chr21:36045764:36048307:-,NA,0,0,0,0,1,NA,0,0,0,3,1,NA,0,0,0,1,12,NA,0,0,0,4,16,NA,0,0,0,5,41,NA,0,0,0,0,0,NA,0,0,0,5,12,NA,0,0,0,14,25,NA,0,0,0,6,12,NA,0,0,0,16,57,Inf,0,1,1,18,166,Inf,0,3,3,28,431,NA,0,1,1,2,56,chr21,36045764,36048307,-,36048307,36045764,clu_1196,clu_1231,0,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37065712:37069551:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,1,1,0,1,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,1,2,3,1,2,Inf,0,3,3,0,3,Inf,1,15,16,1,16,Inf,3,17,20,3,21,-0.905582717601683,14,153,167,14,154,Inf,0,24,24,0,25,chr21,37065712,37069551,-,37069551,37065712,clu_1299,clu_1341,2,18,20,NA,0.698543014569854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37065712:37072433:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,0,4,4,0,4,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,2,4,6,2,4,NA,0,4,4,0,4,NA,1,18,19,1,18,Inf,4,25,29,4,26,Inf,15,152,167,16,164,Inf,0,26,26,0,30,chr21,37065712,37072433,-,37072433,37065712,clu_1301,clu_1341,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37065712:37067261:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,1,4,5,2,4,-Inf,0,3,3,0,3,-Inf,1,16,17,1,16,-Inf,2,13,15,2,13,0.69074044052938,9,89,98,10,93,-Inf,0,17,17,0,19,chr21,37065712,37067261,-,37067261,37065712,clu_1298,clu_1341,102,808,910,NA,0.660243397566024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36046011:36048307:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,-Inf,0,2,2,0,2,-Inf,0,3,3,1,6,NA,0,1,1,0,2,chr21,36046011,36048307,-,36048307,36046011,clu_1196,clu_1232,19,220,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36046011:36053582:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,0,3,3,0,3,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,0,3,3,1,4,NA,0,3,3,0,3,Inf,1,11,12,1,11,Inf,2,27,29,2,29,Inf,11,130,141,11,131,NA,0,23,23,0,24,chr21,36046011,36053582,-,36053582,36046011,clu_1197,clu_1232,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36058924:36060346:-,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,3,Inf,1,1,2,1,4,NA,0,0,0,0,3,NA,0,0,0,1,11,NA,0,2,2,2,29,0.90511743127603,0,1,1,11,131,NA,0,1,1,0,24,chr21,36058924,36060346,-,36060346,36058924,clu_1205,clu_1240,13,146,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
