"E.B.M_five.obs.logOR.ratio" "E.B.M_obs.wt" "E.B.M_obs.mut" "E.B.M_total.reads.per.junction" "E.B.M_five.wt.cluster.cov" "E.B.M_five.mut.cluster.cov" "intron_junction" "Tcells_five.obs.logOR.ratio" "Tcells_obs.wt" "Tcells_obs.mut" "Tcells_total.reads.per.junction" "Tcells_five.wt.cluster.cov" "Tcells_five.mut.cluster.cov" "PreB_five.obs.logOR.ratio" "PreB_obs.wt" "PreB_obs.mut" "PreB_total.reads.per.junction" "PreB_five.wt.cluster.cov" "PreB_five.mut.cluster.cov" "DC_five.obs.logOR.ratio" "DC_obs.wt" "DC_obs.mut" "DC_total.reads.per.junction" "DC_five.wt.cluster.cov" "DC_five.mut.cluster.cov" "HSPC_five.obs.logOR.ratio" "HSPC_obs.wt" "HSPC_obs.mut" "HSPC_total.reads.per.junction" "HSPC_five.wt.cluster.cov" "HSPC_five.mut.cluster.cov" "IMP_five.obs.logOR.ratio" "IMP_obs.wt" "IMP_obs.mut" "IMP_total.reads.per.junction" "IMP_five.wt.cluster.cov" "IMP_five.mut.cluster.cov" "Bcells_five.obs.logOR.ratio" "Bcells_obs.wt" "Bcells_obs.mut" "Bcells_total.reads.per.junction" "Bcells_five.wt.cluster.cov" "Bcells_five.mut.cluster.cov" "NP_five.obs.logOR.ratio" "NP_obs.wt" "NP_obs.mut" "NP_total.reads.per.junction" "NP_five.wt.cluster.cov" "NP_five.mut.cluster.cov" "Mat_Mono_five.obs.logOR.ratio" "Mat_Mono_obs.wt" "Mat_Mono_obs.mut" "Mat_Mono_total.reads.per.junction" "Mat_Mono_five.wt.cluster.cov" "Mat_Mono_five.mut.cluster.cov" "MonoDC_five.obs.logOR.ratio" "MonoDC_obs.wt" "MonoDC_obs.mut" "MonoDC_total.reads.per.junction" "MonoDC_five.wt.cluster.cov" "MonoDC_five.mut.cluster.cov" "MkP_five.obs.logOR.ratio" "MkP_obs.wt" "MkP_obs.mut" "MkP_total.reads.per.junction" "MkP_five.wt.cluster.cov" "MkP_five.mut.cluster.cov" "MEP_five.obs.logOR.ratio" "MEP_obs.wt" "MEP_obs.mut" "MEP_total.reads.per.junction" "MEP_five.wt.cluster.cov" "MEP_five.mut.cluster.cov" "EP_five.obs.logOR.ratio" "EP_obs.wt" "EP_obs.mut" "EP_total.reads.per.junction" "EP_five.wt.cluster.cov" "EP_five.mut.cluster.cov" "None_five.obs.logOR.ratio" "None_obs.wt" "None_obs.mut" "None_total.reads.per.junction" "None_five.wt.cluster.cov" "None_five.mut.cluster.cov" "chr.x" "start.x" "end.x" "strand.x" "five_prime.x" "three_prime.x" "five_prime_ID" "three_prime_ID" "obs.wt" "obs.mut" "total.reads.per.junction" "None_pvalue" "EP_pvalue" "MEP_pvalue" "MkP_pvalue" "MonoDC_pvalue" "Mat_Mono_pvalue" "NP_pvalue" "Bcells_pvalue" "IMP_pvalue" "HSPC_pvalue" "DC_pvalue" "PreB_pvalue" "Tcells_pvalue" "E.B.M_pvalue" "chr.y" "start.y" "end.y" "strand_1" "five_prime.y" "three_prime.y" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "strand.y" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "None_wt.psi" "None_mut.psi" "None_dPSI" "EP_wt.psi" "EP_mut.psi" "EP_dPSI" "MEP_wt.psi" "MEP_mut.psi" "MEP_dPSI" "MkP_wt.psi" "MkP_mut.psi" "MkP_dPSI" "MonoDC_wt.psi" "MonoDC_mut.psi" "MonoDC_dPSI" "Mat_Mono_wt.psi" "Mat_Mono_mut.psi" "Mat_Mono_dPSI" "NP_wt.psi" "NP_mut.psi" "NP_dPSI" "Bcells_wt.psi" "Bcells_mut.psi" "Bcells_dPSI" "IMP_wt.psi" "IMP_mut.psi" "IMP_dPSI" "HSPC_wt.psi" "HSPC_mut.psi" "HSPC_dPSI" "DC_wt.psi" "DC_mut.psi" "DC_dPSI" "PreB_wt.psi" "PreB_mut.psi" "PreB_dPSI" "Tcells_wt.psi" "Tcells_mut.psi" "Tcells_dPSI" "merge.output_Verdict" "Final_Verdict"
"104" NA 0 0 0 0 0 "chr21:36320303:36333645:+" NA 0 0 0 1 0 NA 0 0 0 0 0 NA 0 0 0 2 5 NA 0 0 0 0 0 NA 0 0 0 2 1 NA 0 0 0 0 1 NA 0 0 0 0 2 NA 0 0 0 2 18 NA 0 0 0 0 2 -Inf 0 0 0 2 16 -Inf 0 0 0 3 38 0.722134717433197 1 2 3 18 216 -Inf 0 2 2 1 44 "chr21" 36320303 36333645 "+" 36320303 36333645 "clu_1218" "clu_1261" 30 332 362 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36320303 36333645 "+" 36320303 36333645 "clu_1218" "clu_1261" 36320303 36333645 0 0 0 0 "+" "annotated" "MORC3" "ENSG00000142168.14" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 1 "main" "main" 0 0 0 4.54545454545455 4.54545454545455 5.55555555555556 0.925925925925926 -4.62962962962963 0 0 0 0 0 0 NA 0 NA 0 0 0 NA 0 NA NA 0 NA 0 0 0 NA NA NA 0 0 0 NA NA NA 0 NA NA NA "Canonical"
"105" NA 0 0 0 0 0 "chr21:36332950:36333645:+" NA 0 0 0 1 0 NA 0 0 0 0 0 NA 0 0 0 1 7 NA 0 0 0 0 0 NA 0 0 0 2 1 NA 0 0 0 0 0 NA 0 0 0 0 2 NA 1 1 2 3 18 NA 0 0 0 0 1 Inf 0 0 0 2 16 Inf 0 1 1 4 38 Inf 0 8 8 19 228 NA 0 1 1 1 45 "chr21" 36332950 36333645 "+" 36332950 36333645 "clu_1225" "clu_1261" 0 7 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36332950 36333645 "+" 36332950 36333645 "clu_1225" "clu_1261" 36333718 36333645 -768 0 -768 0 "+" "cryptic_fiveprime" "MORC3" "ENSG00000183527.11" "." NA 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" -768 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 1 "not_main_5_prime" "main" -768 0 0 2.22222222222222 2.22222222222222 0 3.50877192982456 3.50877192982456 0 2.63157894736842 2.63157894736842 0 0 0 NA 0 NA 33.3333333333333 5.55555555555556 -27.7777777777778 NA 0 NA NA NA NA 0 0 0 NA NA NA 0 0 0 NA NA NA 0 NA NA NA NA
"106" NA 0 0 0 0 0 "chr21:36329989:36333645:+" NA 1 0 1 1 0 NA 0 0 0 0 0 NA 2 7 9 2 7 NA 0 0 0 0 0 NA 2 1 3 2 1 NA 0 1 1 0 1 NA 0 2 2 0 2 NA 2 19 21 2 20 NA 0 2 2 0 2 NA 2 18 20 2 18 NA 5 41 46 5 42 -1.83961549040569 19 245 264 19 248 Inf 1 49 50 1 51 "chr21" 36329989 36333645 "+" 36329989 36333645 "clu_1222" "clu_1261" 1 4 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36329989 36333645 "+" 36329989 36333645 "clu_1222" "clu_1261" 36333718 36333645 -3729 0 -3729 0 "+" "cryptic_fiveprime" "MORC3" "ENSG00000182240.16" "." NA 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" -3729 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 1 "not_main_5_prime" "main" -3729 0 100 96.078431372549 -3.92156862745098 100 98.7903225806452 -1.20967741935483 100 97.6190476190476 -2.38095238095238 100 100 0 NA 100 NA 100 95 -5 NA 100 NA NA 100 NA 100 100 0 NA NA NA 100 100 0 NA NA NA 100 NA NA NA NA
"107" NA 0 0 0 0 0 "chr21:36386262:36391550:+" NA 1 0 1 1 0 NA 0 0 0 0 0 NA 0 2 2 0 3 NA 0 1 1 0 1 NA 0 2 2 0 2 NA 0 0 0 0 0 NA 0 1 1 0 1 NA 0 4 4 0 4 NA 0 0 0 0 0 NA 0 7 7 0 9 Inf 2 8 10 2 13 Inf 4 86 90 4 91 NA 1 11 12 1 14 "chr21" 36386262 36391550 "+" 36386262 36391550 "clu_1250" "clu_1296" 0 5 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36386262 36391550 "+" 36386262 36391550 "clu_1250" "clu_1296" 36386262 36391550 0 0 0 0 "+" "novel annotated pair" "CHAF1B" "ENSG00000155313.15" "ENST00000314103.6" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 3 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 3 "main" "main" 0 0 100 78.5714285714286 -21.4285714285714 100 94.5054945054945 -5.4945054945055 100 61.5384615384615 -38.4615384615385 NA 77.7777777777778 NA NA NA NA NA 100 NA NA 100 NA NA NA NA NA 100 NA NA 100 NA NA 66.6666666666667 NA NA NA NA 100 NA NA NA "Canonical"
"108" NA 0 0 0 0 0 "chr21:36387730:36391550:+" NA 0 0 0 1 0 NA 0 0 0 0 0 NA 0 0 0 2 7 NA 0 0 0 0 0 NA 0 0 0 2 1 NA 0 0 0 0 1 NA 0 0 0 0 2 NA 0 1 1 2 20 NA 0 0 0 0 2 NA 0 0 0 2 18 -Inf 0 1 1 5 42 -Inf 0 3 3 19 248 NA 0 2 2 1 51 "chr21" 36387730 36391550 "+" 36387730 36391550 "clu_1252" "clu_1296" 13 105 118 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36387730 36391550 "+" 36387730 36391550 "clu_1252" "clu_1296" 36387730 36391550 0 0 0 0 "+" "annotated" "CHAF1B" "ENSG00000205581.11" "ENST00000314103.6" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 3 3 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 3 3 "main" "main" 0 0 0 3.92156862745098 3.92156862745098 0 1.20967741935484 1.20967741935484 0 2.38095238095238 2.38095238095238 0 0 0 NA 0 NA 0 5 5 NA 0 NA NA 0 NA 0 0 0 NA NA NA 0 0 0 NA NA NA 0 NA NA NA "Canonical"
"109" NA 0 0 0 0 0 "chr21:36333718:36336873:+" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 1 1 0 1 NA 1 2 3 1 2 NA 0 0 0 0 0 NA 0 0 0 0 0 -Inf 0 0 0 0 0 NA 1 2 3 1 2 NA 1 6 7 1 6 -Inf 1 19 20 1 20 -Inf 9 65 74 9 69 -Inf 0 10 10 0 10 "chr21" 36333718 36336873 "+" 36333718 36336873 "clu_1226" "clu_1262" 34 385 419 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36333718 36336873 "+" 36333718 36336873 "clu_1226" "clu_1262" 36333718 36336873 0 0 0 0 "+" "annotated" "MORC3" "ENSG00000155307.18" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 2 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 2 2 "main" "main" 0 0 NA 100 NA 100 94.2028985507246 -5.79710144927536 100 95 -5 100 100 0 100 100 0 NA NA NA NA NA NA NA NA NA 100 100 0 NA 100 NA NA NA NA NA NA NA NA NA NA NA "Canonical"
"110" NA 0 0 0 0 0 "chr21:36320303:36336873:+" NA 1 1 2 1 1 NA 0 1 1 0 1 NA 1 13 14 1 14 NA 2 3 5 2 3 NA 3 30 33 3 32 NA 1 1 2 1 1 NA 4 9 13 4 10 Inf 10 33 43 12 36 NA 2 15 17 2 16 NA 2 48 50 2 50 Inf 31 210 241 32 221 Inf 82 983 1065 84 1027 Inf 5 144 149 5 147 "chr21" 36320303 36336873 "+" 36320303 36336873 "clu_1218" "clu_1262" 0 7 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36320303 36336873 "+" 36320303 36336873 "clu_1218" "clu_1262" 36320303 36336873 0 0 0 0 "+" "novel annotated pair" "MORC3" "ENSG00000142168.14" "ENST00000400485.6" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 2 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|exp_conf|CCDS" 1 2 "main" "main" 0 0 100 97.9591836734694 -2.04081632653062 97.6190476190476 95.715676728335 -1.90337089071267 96.875 95.0226244343891 -1.85237556561087 100 96 -4 100 93.75 -6.25 83.3333333333333 91.6666666666667 8.33333333333331 100 90 -10 100 100 0 100 93.75 -6.25 100 100 0 100 92.8571428571429 -7.14285714285714 NA 100 NA 100 100 0 NA "Canonical"
"111" NA 0 0 0 0 0 "chr21:36057204:36057383:-" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 1 NA 0 0 0 0 1 NA 0 0 0 0 4 NA 0 0 0 0 0 NA 0 0 0 0 3 NA 0 0 0 2 4 NA 0 0 0 0 4 NA 0 0 0 1 18 Inf 0 1 1 4 26 0.169076330043934 1 12 13 16 164 NA 0 4 4 0 30 "chr21" 36057204 36057383 "-" 36057383 36057204 "clu_1199" "clu_1237" 1 17 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36057204 36057383 "-" 36057383 36057204 "clu_1199" "clu_1237" 36057204 36057383 0 0 0 0 "-" "annotated" "SETD4" "ENSG00000156261.13" "ENST00000399201.5+ENST00000399205.5+ENST00000399212.5" 1 1 "basic|appris_principal_3|CCDS" 2 3 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_5_prime" 0 275 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 3 "not_main_5_prime" "main" -275 0 NA 13.3333333333333 NA 6.25 7.31707317073171 1.06707317073171 0 3.84615384615385 3.84615384615385 0 0 0 NA 0 NA 0 0 0 NA 0 NA NA NA NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA NA NA NA NA
"112" NA 0 0 0 0 0 "chr21:36057204:36058815:-" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 2 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 1 NA 0 0 0 0 0 NA 0 0 0 0 1 -Inf 1 2 3 1 5 -0.169076330043934 1 8 9 1 14 NA 0 1 1 0 3 "chr21" 36057204 36058815 "-" 36058815 36057204 "clu_1200" "clu_1237" 22 238 260 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36057204 36058815 "-" 36058815 36057204 "clu_1200" "clu_1237" 36057204 36058815 0 0 0 0 "-" "annotated" "SETD4" "ENSG00000274276.4" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 NA 33.3333333333333 NA 100 57.1428571428571 -42.8571428571429 100 40 -60 NA 0 NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Canonical"
"113" NA 0 0 0 2 1 "chr21:36045764:36053582:-" NA 0 0 0 0 1 NA 0 0 0 3 1 NA 0 0 0 1 12 NA 0 0 0 4 16 NA 0 0 0 5 41 NA 0 0 0 0 0 NA 0 0 0 5 12 NA 0 0 0 14 25 NA 0 1 1 6 12 NA 0 2 2 16 57 -Inf 0 1 1 18 166 -Inf 2 13 15 28 431 NA 0 1 1 2 56 "chr21" 36045764 36053582 "-" 36053582 36045764 "clu_1197" "clu_1231" 2 11 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36045764 36053582 "-" 36053582 36045764 "clu_1197" "clu_1231" 36046011 36053582 -247 0 0 247 "-" "cryptic_threeprime" "SETD4" "ENSG00000159131.17" "." 0 1 "basic|appris_principal_3|CCDS" 5 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" -247 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 4 "main" "not_main_3_prime" 0 247 0 1.78571428571429 1.78571428571429 7.14285714285714 3.01624129930394 -4.1266158435532 0 0.602409638554217 0.602409638554217 0 3.50877192982456 3.50877192982456 0 8.33333333333333 8.33333333333333 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 NA NA NA
"114" NA 0 0 0 2 1 "chr21:36045764:36048307:-" NA 0 0 0 0 1 NA 0 0 0 3 1 NA 0 0 0 1 12 NA 0 0 0 4 16 NA 0 0 0 5 41 NA 0 0 0 0 0 NA 0 0 0 5 12 NA 0 0 0 14 25 NA 0 0 0 6 12 NA 0 0 0 16 57 Inf 0 1 1 18 166 Inf 0 3 3 28 431 NA 0 1 1 2 56 "chr21" 36045764 36048307 "-" 36048307 36045764 "clu_1196" "clu_1231" 0 15 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36045764 36048307 "-" 36048307 36045764 "clu_1196" "clu_1231" 36046011 36048307 -247 0 0 247 "-" "cryptic_threeprime" "SETD4" "ENSG00000156299.13" "." 0 1 "basic|appris_principal_3|CCDS" 5 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" -247 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 5 "main" "not_main_3_prime" 0 247 0 1.78571428571429 1.78571428571429 0 0.696055684454756 0.696055684454756 0 0.602409638554217 0.602409638554217 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 NA NA NA
"115" NA 0 0 0 0 0 "chr21:37065712:37069551:-" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 1 NA 0 1 1 0 1 NA 0 2 2 0 2 NA 0 0 0 0 0 NA 0 3 3 0 3 NA 1 2 3 1 2 Inf 0 3 3 0 3 Inf 1 15 16 1 16 Inf 3 17 20 3 21 -0.905582717601683 14 153 167 14 154 Inf 0 24 24 0 25 "chr21" 37065712 37069551 "-" 37069551 37065712 "clu_1299" "clu_1341" 2 18 20 NA 0.698543014569854 NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 37065712 37069551 "-" 37069551 37065712 "clu_1299" "clu_1341" 37065712 37069551 0 0 0 0 "-" "novel annotated pair" "PIGP" "ENSG00000160200.17" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 4 3 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 3 "main" "main" 0 0 NA 96 NA 100 99.3506493506494 -0.649350649350637 100 80.9523809523809 -19.0476190476191 100 93.75 -6.25 NA 100 NA 100 100 0 NA 100 NA NA NA NA NA 100 NA NA 100 NA NA 0 NA NA NA NA NA NA NA NA "Canonical"
"116" NA 0 0 0 0 0 "chr21:37065712:37072433:-" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 1 1 0 1 NA 0 1 1 0 1 NA 0 4 4 0 4 NA 0 0 0 0 0 NA 0 3 3 0 3 NA 2 4 6 2 4 NA 0 4 4 0 4 NA 1 18 19 1 18 Inf 4 25 29 4 26 Inf 15 152 167 16 164 Inf 0 26 26 0 30 "chr21" 37065712 37072433 "-" 37072433 37065712 "clu_1301" "clu_1341" 0 5 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 37065712 37072433 "-" 37072433 37065712 "clu_1301" "clu_1341" 37065712 37072433 0 0 0 0 "-" "novel annotated pair" "PIGP" "ENSG00000159131.17" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 4 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 2 "main" "main" 0 0 NA 86.6666666666667 NA 93.75 92.6829268292683 -1.0670731707317 100 96.1538461538462 -3.84615384615384 100 100 0 NA 100 NA 100 100 0 NA 100 NA NA NA NA NA 100 NA NA 100 NA NA 100 NA NA NA NA NA NA NA NA "Canonical"
"117" NA 0 0 0 0 0 "chr21:37065712:37067261:-" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 1 1 0 1 NA 0 0 0 0 0 NA 0 2 2 0 2 NA 0 0 0 0 0 NA 0 1 1 0 1 NA 1 4 5 2 4 -Inf 0 3 3 0 3 -Inf 1 16 17 1 16 -Inf 2 13 15 2 13 0.69074044052938 9 89 98 10 93 -Inf 0 17 17 0 19 "chr21" 37065712 37067261 "-" 37067261 37065712 "clu_1298" "clu_1341" 102 808 910 NA 0.660243397566024 NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 37065712 37067261 "-" 37067261 37065712 "clu_1298" "clu_1341" 37065712 37067261 0 0 0 0 "-" "annotated" "PIGP" "ENSG00000182670.13" "ENST00000360525.8+ENST00000399098.5+ENST00000399102.5+ENST00000399103.5+ENST00000464265.5" 1 1 "basic|appris_principal_1|CCDS" 4 4 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 4 "main" "main" 0 0 NA 89.4736842105263 NA 90 95.6989247311828 5.6989247311828 100 100 0 100 100 0 NA 100 NA 50 100 50 NA 100 NA NA NA NA NA 100 NA NA NA NA NA 100 NA NA NA NA NA NA NA NA "Canonical"
"118" NA 0 0 0 0 0 "chr21:36046011:36048307:-" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 -Inf 0 0 0 0 0 -Inf 0 2 2 0 2 -Inf 0 3 3 1 6 NA 0 1 1 0 2 "chr21" 36046011 36048307 "-" 36048307 36046011 "clu_1196" "clu_1232" 19 220 239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36046011 36048307 "-" 36048307 36046011 "clu_1196" "clu_1232" 36046011 36048307 0 0 0 0 "-" "annotated" "SETD4" "ENSG00000159079.19" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 5 5 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 5 "main" "main" 0 0 NA 50 NA 0 50 50 NA 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Canonical"
"119" NA 0 0 0 0 0 "chr21:36046011:36053582:-" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 1 1 0 1 NA 0 1 1 0 1 NA 0 3 3 0 3 NA 0 0 0 0 0 NA 0 3 3 0 3 NA 0 3 3 1 4 NA 0 3 3 0 3 Inf 1 11 12 1 11 Inf 2 27 29 2 29 Inf 11 130 141 11 131 NA 0 23 23 0 24 "chr21" 36046011 36053582 "-" 36053582 36046011 "clu_1197" "clu_1232" 0 8 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 36046011 36053582 "-" 36053582 36046011 "clu_1197" "clu_1232" 36046011 36053582 0 0 0 0 "-" "novel annotated pair" "SETD4" "ENSG00000205758.12" "ENST00000332131.8+ENST00000399201.5+ENST00000399205.5+ENST00000399207.5+ENST00000399208.6+ENST00000399212.5+ENST00000399215.5" 1 1 "basic|appris_principal_3|CCDS" 5 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 5 4 "main" "main" 0 0 NA 95.8333333333333 NA 100 99.236641221374 -0.763358778625957 100 93.1034482758621 -6.89655172413794 100 100 0 NA 100 NA 0 75 75 NA 100 NA NA NA NA NA 100 NA NA 100 NA NA 100 NA NA NA NA NA NA NA NA "Canonical"
