chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,intron_junction,obs.wt,obs.mut,total.reads.per.junction
chr21,39348339,39348544,-,39348544,39348339,clu_1625,clu_1674,chr21:39348339:39348544:-,5,25,30
chr21,39181878,39183251,-,39183251,39181878,clu_1542,clu_1592,chr21:39181878:39183251:-,343,4418,4761
chr21,39348339,39348421,-,39348421,39348339,clu_1623,clu_1674,chr21:39348339:39348421:-,84,1147,1231
chr21,39423490,39428171,-,39428171,39423490,clu_1667,clu_1702,chr21:39423490:39428171:-,0,7,7
chr21,39202545,39205190,-,39205190,39202545,clu_1557,clu_1606,chr21:39202545:39205190:-,1,4,5
chr21,39180406,39183251,-,39183251,39180406,clu_1542,clu_1585,chr21:39180406:39183251:-,0,6,6
chr21,39444201,39444643,-,39444643,39444201,clu_1673,clu_1716,chr21:39444201:39444643:-,0,5,5
chr21,39345274,39348291,-,39348291,39345274,clu_1622,clu_1667,chr21:39345274:39348291:-,84,1111,1195
chr21,39429211,39435419,-,39435419,39429211,clu_1670,clu_1709,chr21:39429211:39435419:-,1,8,9
chr21,39348577,39349459,-,39349459,39348577,clu_1636,clu_1678,chr21:39348577:39349459:-,1,13,14
chr21,39180436,39181771,-,39181771,39180436,clu_1536,clu_1587,chr21:39180436:39181771:-,359,4673,5032
chr21,39345274,39347915,-,39347915,39345274,clu_1621,clu_1667,chr21:39345274:39347915:-,0,9,9
chr21,39202545,39206107,-,39206107,39202545,clu_1558,clu_1606,chr21:39202545:39206107:-,2,13,15
chr21,39345274,39345829,-,39345829,39345274,clu_1611,clu_1667,chr21:39345274:39345829:-,20,157,177
chr21,39210147,39212665,-,39212665,39210147,clu_1562,clu_1611,chr21:39210147:39212665:-,0,6,6
chr21,39210147,39210785,-,39210785,39210147,clu_1561,clu_1611,chr21:39210147:39210785:-,1,13,14
chr21,39423490,39429130,-,39429130,39423490,clu_1668,clu_1702,chr21:39423490:39429130:-,2,25,27
chr21,39347478,39348291,-,39348291,39347478,clu_1622,clu_1672,chr21:39347478:39348291:-,1,47,48
chr21,39181878,39183277,-,39183277,39181878,clu_1543,clu_1592,chr21:39181878:39183277:-,3,35,38
chr21,39347478,39347915,-,39347915,39347478,clu_1621,clu_1672,chr21:39347478:39347915:-,1,5,6
chr21,39345958,39347915,-,39347915,39345958,clu_1621,clu_1669,chr21:39345958:39347915:-,2,10,12
chr21,39444201,39445724,-,39445724,39444201,clu_1676,clu_1716,chr21:39444201:39445724:-,1,14,15
chr21,39348577,39348902,-,39348902,39348577,clu_1627,clu_1678,chr21:39348577:39348902:-,24,329,353
chr21,39429211,39444134,-,39444134,39429211,clu_1672,clu_1709,chr21:39429211:39444134:-,1,20,21
